"Disease","Report Year","DHBName","Ethnic Group","Case Count","Case rate per 100,000"
"Brucellosis",2011,"West Coast","MELAA",0,0
"Taeniasis",2011,"West Coast","MELAA",0,0
"Hepatitis C",2011,"West Coast","MELAA",0,0
"Paratyphoid fever",2011,"West Coast","MELAA",0,0
"Rabies and other lyssaviruses",2011,"West Coast","MELAA",0,0
"Typhoid fever",2011,"West Coast","MELAA",0,0
"Rheumatic fever",2011,"West Coast","MELAA",0,0
"Cysticercosis",2011,"West Coast","MELAA",0,0
"Acute gastroenteritis",2011,"West Coast","MELAA",0,0
"Salmonellosis",2011,"West Coast","MELAA",0,0
"Yersiniosis",2011,"West Coast","MELAA",1,1351.4
"Invasive pneumococcal disease",2011,"West Coast","MELAA",0,0
"Cholera",2011,"West Coast","MELAA",0,0
"Tuberculosis disease",2011,"West Coast","MELAA",0,0
"Campylobacteriosis",2011,"West Coast","MELAA",0,0
"Legionellosis",2011,"West Coast","MELAA",0,0
"Toxic shellfish poisoning",2011,"West Coast","MELAA",0,0
"Malaria",2011,"West Coast","MELAA",0,0
"Diphtheria",2011,"West Coast","MELAA",0,0
"Poliomyelitis",2011,"West Coast","MELAA",0,0
"Tetanus",2011,"West Coast","MELAA",0,0
"Mumps",2011,"West Coast","MELAA",0,0
"Q fever",2011,"West Coast","MELAA",0,0
"Trichinosis",2011,"West Coast","MELAA",0,0
"Rubella",2011,"West Coast","MELAA",0,0
"Leprosy",2011,"West Coast","MELAA",0,0
"Mpox",2011,"West Coast","MELAA",0,0
"Leptospirosis",2011,"West Coast","MELAA",0,0
"Meningoencephalitis - primary amoebic",2011,"West Coast","MELAA",0,0
"Acute gastroenteritis",2011,"West Coast","European or Others",5,17.7
"Diphtheria",2011,"West Coast","European or Others",0,0
"Rabies and other lyssaviruses",2011,"West Coast","European or Others",0,0
"Haemophilus influenzae type b",2011,"West Coast","European or Others",0,0
"Hepatitis B",2011,"West Coast","European or Others",0,0
"Typhoid fever",2011,"West Coast","European or Others",0,0
"Meningococcal disease",2011,"West Coast","European or Others",1,3.5
"Measles",2011,"West Coast","European or Others",0,0
"VTEC/STEC infection",2011,"West Coast","European or Others",3,10.6
"Hepatitis C",2011,"West Coast","European or Others",0,0
"Cholera",2011,"West Coast","European or Others",0,0
"Campylobacteriosis",2011,"West Coast","European or Others",49,173.8
"Pertussis",2011,"West Coast","European or Others",188,666.9
"Cysticercosis",2011,"West Coast","European or Others",0,0
"Taeniasis",2011,"West Coast","European or Others",0,0
"Paratyphoid fever",2011,"West Coast","European or Others",0,0
"Rheumatic fever",2011,"West Coast","European or Others",0,0
"Malaria",2011,"West Coast","European or Others",0,0
"Leprosy",2011,"West Coast","European or Others",0,0
"Legionellosis",2011,"West Coast","European or Others",1,3.5
"Yersiniosis",2011,"West Coast","European or Others",5,17.7
"Hydatid disease",2011,"West Coast","European or Others",0,0
"Salmonellosis",2011,"West Coast","European or Others",4,14.2
"Brucellosis",2011,"West Coast","European or Others",0,0
"Listeriosis",2011,"West Coast","European or Others",1,3.5
"Invasive pneumococcal disease",2011,"West Coast","European or Others",0,0
"Poliomyelitis",2011,"West Coast","European or Others",0,0
"Mumps",2011,"West Coast","European or Others",0,0
"Hepatitis A",2011,"West Coast","European or Others",0,0
"Rickettsial disease",2011,"West Coast","European or Others",0,0
"Tuberculosis disease",2011,"West Coast","European or Others",0,0
"Arboviral diseases",2011,"West Coast","European or Others",1,3.5
"Tetanus",2011,"West Coast","European or Others",0,0
"Leptospirosis",2011,"West Coast","European or Others",2,7.1
"Mpox",2011,"West Coast","European or Others",0,0
"Q fever",2011,"West Coast","European or Others",0,0
"Shigellosis",2011,"West Coast","European or Others",0,0
"Giardiasis",2011,"West Coast","European or Others",13,46.1
"Toxic shellfish poisoning",2011,"West Coast","European or Others",0,0
"Hepatitis NOS",2011,"West Coast","European or Others",0,0
"Cryptosporidiosis",2011,"West Coast","European or Others",4,14.2
"Rubella",2011,"West Coast","European or Others",0,0
"Trichinosis",2011,"West Coast","European or Others",0,0
"Meningoencephalitis - primary amoebic",2011,"West Coast","European or Others",0,0
"Diphtheria",2012,"Waitemata","Māori",0,0
"VTEC/STEC infection",2012,"Waitemata","Māori",2,4.6
"Meningococcal disease",2012,"Waitemata","Māori",3,6.9
"Poliomyelitis",2012,"Waitemata","Māori",0,0
"Hepatitis B",2012,"Waitemata","Māori",0,0
"Malaria",2012,"Waitemata","Māori",0,0
"Rabies and other lyssaviruses",2012,"Waitemata","Māori",0,0
"Pertussis",2012,"Waitemata","Māori",32,73.3
"Listeriosis",2012,"Waitemata","Māori",0,0
"Measles",2012,"Waitemata","Māori",2,4.6
"Campylobacteriosis",2012,"Waitemata","Māori",39,89.4
"Q fever",2012,"Waitemata","Māori",0,0
"Acute gastroenteritis",2012,"Waitemata","Māori",2,4.6
"Cysticercosis",2012,"Waitemata","Māori",0,0
"Mumps",2012,"Waitemata","Māori",0,0
"Legionellosis",2012,"Waitemata","Māori",0,0
"Giardiasis",2012,"Waitemata","Māori",8,18.3
"Hepatitis C",2012,"Waitemata","Māori",0,0
"Yersiniosis",2012,"Waitemata","Māori",1,2.3
"Toxic shellfish poisoning",2012,"Waitemata","Māori",0,0
"Typhoid fever",2012,"Waitemata","Māori",0,0
"Mpox",2012,"Waitemata","Māori",0,0
"Invasive pneumococcal disease",2012,"Waitemata","Māori",1,2.3
"Rickettsial disease",2012,"Waitemata","Māori",0,0
"Arboviral diseases",2012,"Waitemata","Māori",0,0
"Haemophilus influenzae type b",2012,"Waitemata","Māori",0,0
"Cholera",2012,"Waitemata","Māori",0,0
"Tuberculosis disease",2012,"Waitemata","Māori",0,0
"Hepatitis A",2012,"Waitemata","Māori",0,0
"Leprosy",2012,"Waitemata","Māori",0,0
"Leptospirosis",2012,"Waitemata","Māori",1,2.3
"Brucellosis",2012,"Waitemata","Māori",0,0
"Hepatitis NOS",2012,"Waitemata","Māori",0,0
"Hydatid disease",2012,"Waitemata","Māori",0,0
"Tetanus",2012,"Waitemata","Māori",0,0
"Paratyphoid fever",2012,"Waitemata","Māori",0,0
"Rheumatic fever",2012,"Waitemata","Māori",4,9.2
"Cryptosporidiosis",2012,"Waitemata","Māori",2,4.6
"Salmonellosis",2012,"Waitemata","Māori",10,22.9
"Meningoencephalitis - primary amoebic",2012,"Waitemata","Māori",0,0
"Trichinosis",2012,"Waitemata","Māori",0,0
"Rubella",2012,"Waitemata","Māori",0,0
"Shigellosis",2012,"Waitemata","Māori",3,6.9
"Taeniasis",2012,"Waitemata","Māori",0,0
"Measles",2012,"Waitemata","Pacific",4,11.2
"Leprosy",2012,"Waitemata","Pacific",0,0
"Legionellosis",2012,"Waitemata","Pacific",2,5.6
"Listeriosis",2012,"Waitemata","Pacific",0,0
"Pertussis",2012,"Waitemata","Pacific",13,36.3
"Hepatitis C",2012,"Waitemata","Pacific",0,0
"Arboviral diseases",2012,"Waitemata","Pacific",0,0
"Mumps",2012,"Waitemata","Pacific",0,0
"Invasive pneumococcal disease",2012,"Waitemata","Pacific",7,19.5
"Hepatitis B",2012,"Waitemata","Pacific",0,0
"Rickettsial disease",2012,"Waitemata","Pacific",0,0
"VTEC/STEC infection",2012,"Waitemata","Pacific",0,0
"Q fever",2012,"Waitemata","Pacific",0,0
"Cryptosporidiosis",2012,"Waitemata","Pacific",1,2.8
"Trichinosis",2012,"Waitemata","Pacific",0,0
"Brucellosis",2012,"Waitemata","Pacific",0,0
"Acute gastroenteritis",2012,"Waitemata","Pacific",3,8.4
"Diphtheria",2012,"Waitemata","Pacific",0,0
"Hydatid disease",2012,"Waitemata","Pacific",0,0
"Hepatitis A",2012,"Waitemata","Pacific",4,11.2
"Taeniasis",2012,"Waitemata","Pacific",0,0
"Tetanus",2012,"Waitemata","Pacific",0,0
"Toxic shellfish poisoning",2012,"Waitemata","Pacific",0,0
"Haemophilus influenzae type b",2012,"Waitemata","Pacific",0,0
"Typhoid fever",2012,"Waitemata","Pacific",4,11.2
"Leptospirosis",2012,"Waitemata","Pacific",0,0
"Mpox",2012,"Waitemata","Pacific",0,0
"Paratyphoid fever",2012,"Waitemata","Pacific",0,0
"Rubella",2012,"Waitemata","Pacific",0,0
"Rabies and other lyssaviruses",2012,"Waitemata","Pacific",0,0
"Cholera",2012,"Waitemata","Pacific",0,0
"Campylobacteriosis",2012,"Waitemata","Pacific",12,33.5
"Giardiasis",2012,"Waitemata","Pacific",1,2.8
"Meningoencephalitis - primary amoebic",2012,"Waitemata","Pacific",0,0
"Tuberculosis disease",2012,"Waitemata","Pacific",5,14
"Cysticercosis",2012,"Waitemata","Pacific",0,0
"Poliomyelitis",2012,"Waitemata","Pacific",0,0
"Rheumatic fever",2012,"Waitemata","Pacific",8,22.3
"Shigellosis",2012,"Waitemata","Pacific",9,25.1
"Hepatitis NOS",2012,"Waitemata","Pacific",0,0
"Salmonellosis",2012,"Waitemata","Pacific",6,16.7
"Malaria",2012,"Waitemata","Pacific",0,0
"Meningococcal disease",2012,"Waitemata","Pacific",2,5.6
"Yersiniosis",2012,"Waitemata","Pacific",5,14
"Malaria",2012,"Waitemata","Asian",3,4.2
"Hepatitis C",2012,"Waitemata","Asian",0,0
"Haemophilus influenzae type b",2012,"Waitemata","Asian",0,0
"Hepatitis A",2012,"Waitemata","Asian",24,33.7
"Hydatid disease",2012,"Waitemata","Asian",0,0
"Leprosy",2012,"Waitemata","Asian",0,0
"Rubella",2012,"Waitemata","Asian",0,0
"Rabies and other lyssaviruses",2012,"Waitemata","Asian",0,0
"VTEC/STEC infection",2012,"Waitemata","Asian",0,0
"Poliomyelitis",2012,"Waitemata","Asian",0,0
"Taeniasis",2012,"Waitemata","Asian",0,0
"Arboviral diseases",2012,"Waitemata","Asian",2,2.8
"Cysticercosis",2012,"Waitemata","Asian",0,0
"Giardiasis",2012,"Waitemata","Asian",7,9.8
"Cryptosporidiosis",2012,"Waitemata","Asian",2,2.8
"Toxic shellfish poisoning",2012,"Waitemata","Asian",0,0
"Invasive pneumococcal disease",2012,"Waitemata","Asian",3,4.2
"Pertussis",2012,"Waitemata","Asian",7,9.8
"Mumps",2012,"Waitemata","Asian",1,1.4
"Listeriosis",2012,"Waitemata","Asian",0,0
"Diphtheria",2012,"Waitemata","Asian",0,0
"Cholera",2012,"Waitemata","Asian",0,0
"Q fever",2012,"Waitemata","Asian",0,0
"Salmonellosis",2012,"Waitemata","Asian",22,30.9
"Mpox",2012,"Waitemata","Asian",0,0
"Acute gastroenteritis",2012,"Waitemata","Asian",5,7
"Yersiniosis",2012,"Waitemata","Asian",40,56.2
"Hepatitis B",2012,"Waitemata","Asian",2,2.8
"Measles",2012,"Waitemata","Asian",1,1.4
"Rheumatic fever",2012,"Waitemata","Asian",1,1.4
"Rickettsial disease",2012,"Waitemata","Asian",0,0
"Tuberculosis disease",2012,"Waitemata","Asian",33,46.4
"Typhoid fever",2012,"Waitemata","Asian",2,2.8
"Brucellosis",2012,"Waitemata","Asian",0,0
"Hepatitis NOS",2012,"Waitemata","Asian",0,0
"Leptospirosis",2012,"Waitemata","Asian",0,0
"Trichinosis",2012,"Waitemata","Asian",0,0
"Shigellosis",2012,"Waitemata","Asian",4,5.6
"Paratyphoid fever",2012,"Waitemata","Asian",1,1.4
"Tetanus",2012,"Waitemata","Asian",0,0
"Campylobacteriosis",2012,"Waitemata","Asian",49,68.8
"Meningococcal disease",2012,"Waitemata","Asian",1,1.4
"Legionellosis",2012,"Waitemata","Asian",0,0
"Meningoencephalitis - primary amoebic",2012,"Waitemata","Asian",0,0
"Measles",2012,"Waitemata","MELAA",0,0
"Invasive pneumococcal disease",2012,"Waitemata","MELAA",0,0
"Hepatitis C",2012,"Waitemata","MELAA",0,0
"Hydatid disease",2012,"Waitemata","MELAA",0,0
"Rabies and other lyssaviruses",2012,"Waitemata","MELAA",0,0
"Haemophilus influenzae type b",2012,"Waitemata","MELAA",0,0
"Toxic shellfish poisoning",2012,"Waitemata","MELAA",0,0
"Paratyphoid fever",2012,"Waitemata","MELAA",0,0
"Pertussis",2012,"Waitemata","MELAA",4,59
"Cysticercosis",2012,"Waitemata","MELAA",0,0
"Cryptosporidiosis",2012,"Waitemata","MELAA",0,0
"Diphtheria",2012,"Waitemata","MELAA",0,0
"Arboviral diseases",2012,"Waitemata","MELAA",0,0
"Yersiniosis",2012,"Waitemata","MELAA",3,44.2
"Hepatitis B",2012,"Waitemata","MELAA",0,0
"Malaria",2012,"Waitemata","MELAA",2,29.5
"Poliomyelitis",2012,"Waitemata","MELAA",0,0
"VTEC/STEC infection",2012,"Waitemata","MELAA",0,0
"Tuberculosis disease",2012,"Waitemata","MELAA",0,0
"Listeriosis",2012,"Waitemata","MELAA",1,14.7
"Rubella",2012,"Waitemata","MELAA",0,0
"Rheumatic fever",2012,"Waitemata","MELAA",0,0
"Mpox",2012,"Waitemata","MELAA",0,0
"Leprosy",2012,"Waitemata","MELAA",0,0
"Brucellosis",2012,"Waitemata","MELAA",0,0
"Hepatitis NOS",2012,"Waitemata","MELAA",0,0
"Cholera",2012,"Waitemata","MELAA",0,0
"Typhoid fever",2012,"Waitemata","MELAA",0,0
"Rickettsial disease",2012,"Waitemata","MELAA",0,0
"Q fever",2012,"Waitemata","MELAA",0,0
"Acute gastroenteritis",2012,"Waitemata","MELAA",1,14.7
"Leptospirosis",2012,"Waitemata","MELAA",0,0
"Hepatitis A",2012,"Waitemata","MELAA",2,29.5
"Campylobacteriosis",2012,"Waitemata","MELAA",3,44.2
"Taeniasis",2012,"Waitemata","MELAA",0,0
"Tetanus",2012,"Waitemata","MELAA",0,0
"Meningoencephalitis - primary amoebic",2012,"Waitemata","MELAA",0,0
"Trichinosis",2012,"Waitemata","MELAA",0,0
"Giardiasis",2012,"Waitemata","MELAA",2,29.5
"Shigellosis",2012,"Waitemata","MELAA",0,0
"Salmonellosis",2012,"Waitemata","MELAA",1,14.7
"Mumps",2012,"Waitemata","MELAA",0,0
"Legionellosis",2012,"Waitemata","MELAA",0,0
"Meningococcal disease",2012,"Waitemata","MELAA",1,14.7
"Invasive pneumococcal disease",2012,"Waitemata","European or Others",26,6.9
"Listeriosis",2012,"Waitemata","European or Others",2,0.5
"Hydatid disease",2012,"Waitemata","European or Others",0,0
"Hepatitis A",2012,"Waitemata","European or Others",5,1.3
"Toxic shellfish poisoning",2012,"Waitemata","European or Others",0,0
"Taeniasis",2012,"Waitemata","European or Others",0,0
"Giardiasis",2012,"Waitemata","European or Others",162,43.2
"Pertussis",2012,"Waitemata","European or Others",193,51.5
"Diphtheria",2012,"Waitemata","European or Others",0,0
"Paratyphoid fever",2012,"Waitemata","European or Others",0,0
"Yersiniosis",2012,"Waitemata","European or Others",28,7.5
"Poliomyelitis",2012,"Waitemata","European or Others",0,0
"Cysticercosis",2012,"Waitemata","European or Others",0,0
"Measles",2012,"Waitemata","European or Others",3,0.8
"Haemophilus influenzae type b",2012,"Waitemata","European or Others",1,0.3
"Rheumatic fever",2012,"Waitemata","European or Others",2,0.5
"Cryptosporidiosis",2012,"Waitemata","European or Others",33,8.8
"Rabies and other lyssaviruses",2012,"Waitemata","European or Others",0,0
"Tuberculosis disease",2012,"Waitemata","European or Others",2,0.5
"Leprosy",2012,"Waitemata","European or Others",0,0
"VTEC/STEC infection",2012,"Waitemata","European or Others",12,3.2
"Hepatitis B",2012,"Waitemata","European or Others",2,0.5
"Tetanus",2012,"Waitemata","European or Others",0,0
"Hepatitis C",2012,"Waitemata","European or Others",0,0
"Malaria",2012,"Waitemata","European or Others",0,0
"Legionellosis",2012,"Waitemata","European or Others",17,4.5
"Mpox",2012,"Waitemata","European or Others",0,0
"Acute gastroenteritis",2012,"Waitemata","European or Others",63,16.8
"Cholera",2012,"Waitemata","European or Others",0,0
"Salmonellosis",2012,"Waitemata","European or Others",54,14.4
"Rickettsial disease",2012,"Waitemata","European or Others",1,0.3
"Q fever",2012,"Waitemata","European or Others",0,0
"Mumps",2012,"Waitemata","European or Others",0,0
"Rubella",2012,"Waitemata","European or Others",0,0
"Meningococcal disease",2012,"Waitemata","European or Others",2,0.5
"Arboviral diseases",2012,"Waitemata","European or Others",9,2.4
"Typhoid fever",2012,"Waitemata","European or Others",1,0.3
"Leptospirosis",2012,"Waitemata","European or Others",1,0.3
"Meningoencephalitis - primary amoebic",2012,"Waitemata","European or Others",0,0
"Hepatitis NOS",2012,"Waitemata","European or Others",0,0
"Trichinosis",2012,"Waitemata","European or Others",0,0
"Campylobacteriosis",2012,"Waitemata","European or Others",513,136.9
"Brucellosis",2012,"Waitemata","European or Others",0,0
"Shigellosis",2012,"Waitemata","European or Others",10,2.7
"Hydatid disease",2012,"Auckland","Māori",0,0
"Invasive pneumococcal disease",2012,"Auckland","Māori",4,13
"Paratyphoid fever",2012,"Auckland","Māori",0,0
"Rabies and other lyssaviruses",2012,"Auckland","Māori",0,0
"Hepatitis B",2012,"Auckland","Māori",0,0
"Giardiasis",2012,"Auckland","Māori",5,16.2
"Taeniasis",2012,"Auckland","Māori",0,0
"Cryptosporidiosis",2012,"Auckland","Māori",2,6.5
"Shigellosis",2012,"Auckland","Māori",0,0
"Cysticercosis",2012,"Auckland","Māori",0,0
"Tetanus",2012,"Auckland","Māori",0,0
"Measles",2012,"Auckland","Māori",1,3.2
"Toxic shellfish poisoning",2012,"Auckland","Māori",0,0
"Diphtheria",2012,"Auckland","Māori",0,0
"Haemophilus influenzae type b",2012,"Auckland","Māori",0,0
"Hepatitis A",2012,"Auckland","Māori",0,0
"Rheumatic fever",2012,"Auckland","Māori",4,13
"VTEC/STEC infection",2012,"Auckland","Māori",1,3.2
"Pertussis",2012,"Auckland","Māori",20,64.9
"Hepatitis C",2012,"Auckland","Māori",0,0
"Yersiniosis",2012,"Auckland","Māori",3,9.7
"Poliomyelitis",2012,"Auckland","Māori",0,0
"Mumps",2012,"Auckland","Māori",0,0
"Salmonellosis",2012,"Auckland","Māori",4,13
"Typhoid fever",2012,"Auckland","Māori",0,0
"Cholera",2012,"Auckland","Māori",0,0
"Rickettsial disease",2012,"Auckland","Māori",0,0
"Mpox",2012,"Auckland","Māori",0,0
"Rubella",2012,"Auckland","Māori",0,0
"Leprosy",2012,"Auckland","Māori",0,0
"Malaria",2012,"Auckland","Māori",0,0
"Listeriosis",2012,"Auckland","Māori",0,0
"Legionellosis",2012,"Auckland","Māori",3,9.7
"Acute gastroenteritis",2012,"Auckland","Māori",4,13
"Hepatitis NOS",2012,"Auckland","Māori",0,0
"Arboviral diseases",2012,"Auckland","Māori",0,0
"Meningococcal disease",2012,"Auckland","Māori",1,3.2
"Brucellosis",2012,"Auckland","Māori",0,0
"Meningoencephalitis - primary amoebic",2012,"Auckland","Māori",0,0
"Q fever",2012,"Auckland","Māori",0,0
"Leptospirosis",2012,"Auckland","Māori",0,0
"Campylobacteriosis",2012,"Auckland","Māori",16,51.9
"Trichinosis",2012,"Auckland","Māori",0,0
"Tuberculosis disease",2012,"Auckland","Māori",4,13
"Haemophilus influenzae type b",2012,"Auckland","Pacific",0,0
"Invasive pneumococcal disease",2012,"Auckland","Pacific",15,29.3
"Diphtheria",2012,"Auckland","Pacific",0,0
"Arboviral diseases",2012,"Auckland","Pacific",1,2
"Measles",2012,"Auckland","Pacific",3,5.9
"Mumps",2012,"Auckland","Pacific",0,0
"Toxic shellfish poisoning",2012,"Auckland","Pacific",0,0
"Mpox",2012,"Auckland","Pacific",0,0
"Hydatid disease",2012,"Auckland","Pacific",0,0
"Poliomyelitis",2012,"Auckland","Pacific",0,0
"Rabies and other lyssaviruses",2012,"Auckland","Pacific",0,0
"Salmonellosis",2012,"Auckland","Pacific",4,7.8
"VTEC/STEC infection",2012,"Auckland","Pacific",0,0
"Rheumatic fever",2012,"Auckland","Pacific",8,15.6
"Hepatitis A",2012,"Auckland","Pacific",4,7.8
"Cryptosporidiosis",2012,"Auckland","Pacific",2,3.9
"Paratyphoid fever",2012,"Auckland","Pacific",0,0
"Yersiniosis",2012,"Auckland","Pacific",9,17.6
"Giardiasis",2012,"Auckland","Pacific",7,13.7
"Rickettsial disease",2012,"Auckland","Pacific",0,0
"Brucellosis",2012,"Auckland","Pacific",0,0
"Hepatitis C",2012,"Auckland","Pacific",0,0
"Tuberculosis disease",2012,"Auckland","Pacific",5,9.8
"Taeniasis",2012,"Auckland","Pacific",0,0
"Rubella",2012,"Auckland","Pacific",0,0
"Legionellosis",2012,"Auckland","Pacific",5,9.8
"Malaria",2012,"Auckland","Pacific",0,0
"Leprosy",2012,"Auckland","Pacific",0,0
"Meningococcal disease",2012,"Auckland","Pacific",3,5.9
"Hepatitis B",2012,"Auckland","Pacific",0,0
"Cholera",2012,"Auckland","Pacific",0,0
"Listeriosis",2012,"Auckland","Pacific",1,2
"Tetanus",2012,"Auckland","Pacific",0,0
"Q fever",2012,"Auckland","Pacific",0,0
"Campylobacteriosis",2012,"Auckland","Pacific",21,41
"Hepatitis NOS",2012,"Auckland","Pacific",0,0
"Typhoid fever",2012,"Auckland","Pacific",7,13.7
"Acute gastroenteritis",2012,"Auckland","Pacific",9,17.6
"Trichinosis",2012,"Auckland","Pacific",0,0
"Meningoencephalitis - primary amoebic",2012,"Auckland","Pacific",0,0
"Cysticercosis",2012,"Auckland","Pacific",0,0
"Pertussis",2012,"Auckland","Pacific",17,33.2
"Leptospirosis",2012,"Auckland","Pacific",0,0
"Shigellosis",2012,"Auckland","Pacific",6,11.7
"Mumps",2012,"Auckland","Asian",0,0
"Hydatid disease",2012,"Auckland","Asian",0,0
"Giardiasis",2012,"Auckland","Asian",16,16.3
"Invasive pneumococcal disease",2012,"Auckland","Asian",3,3.1
"VTEC/STEC infection",2012,"Auckland","Asian",0,0
"Arboviral diseases",2012,"Auckland","Asian",4,4.1
"Haemophilus influenzae type b",2012,"Auckland","Asian",0,0
"Meningococcal disease",2012,"Auckland","Asian",0,0
"Hepatitis A",2012,"Auckland","Asian",11,11.2
"Rheumatic fever",2012,"Auckland","Asian",0,0
"Taeniasis",2012,"Auckland","Asian",0,0
"Yersiniosis",2012,"Auckland","Asian",25,25.4
"Hepatitis C",2012,"Auckland","Asian",0,0
"Cryptosporidiosis",2012,"Auckland","Asian",1,1
"Toxic shellfish poisoning",2012,"Auckland","Asian",0,0
"Hepatitis B",2012,"Auckland","Asian",0,0
"Rabies and other lyssaviruses",2012,"Auckland","Asian",0,0
"Cholera",2012,"Auckland","Asian",0,0
"Typhoid fever",2012,"Auckland","Asian",3,3.1
"Paratyphoid fever",2012,"Auckland","Asian",8,8.1
"Salmonellosis",2012,"Auckland","Asian",32,32.5
"Legionellosis",2012,"Auckland","Asian",2,2
"Malaria",2012,"Auckland","Asian",12,12.2
"Tetanus",2012,"Auckland","Asian",0,0
"Leprosy",2012,"Auckland","Asian",0,0
"Mpox",2012,"Auckland","Asian",0,0
"Diphtheria",2012,"Auckland","Asian",0,0
"Rubella",2012,"Auckland","Asian",0,0
"Listeriosis",2012,"Auckland","Asian",0,0
"Brucellosis",2012,"Auckland","Asian",0,0
"Measles",2012,"Auckland","Asian",0,0
"Hepatitis NOS",2012,"Auckland","Asian",0,0
"Tuberculosis disease",2012,"Auckland","Asian",39,39.7
"Acute gastroenteritis",2012,"Auckland","Asian",7,7.1
"Poliomyelitis",2012,"Auckland","Asian",0,0
"Meningoencephalitis - primary amoebic",2012,"Auckland","Asian",0,0
"Campylobacteriosis",2012,"Auckland","Asian",55,55.9
"Q fever",2012,"Auckland","Asian",0,0
"Rickettsial disease",2012,"Auckland","Asian",0,0
"Shigellosis",2012,"Auckland","Asian",4,4.1
"Trichinosis",2012,"Auckland","Asian",0,0
"Cysticercosis",2012,"Auckland","Asian",0,0
"Pertussis",2012,"Auckland","Asian",16,16.3
"Leptospirosis",2012,"Auckland","Asian",0,0
"Rheumatic fever",2012,"Auckland","MELAA",0,0
"Taeniasis",2012,"Auckland","MELAA",1,14.1
"Hepatitis C",2012,"Auckland","MELAA",0,0
"Hepatitis NOS",2012,"Auckland","MELAA",0,0
"Arboviral diseases",2012,"Auckland","MELAA",0,0
"Cryptosporidiosis",2012,"Auckland","MELAA",0,0
"Cholera",2012,"Auckland","MELAA",0,0
"Hepatitis A",2012,"Auckland","MELAA",0,0
"Invasive pneumococcal disease",2012,"Auckland","MELAA",1,14.1
"Diphtheria",2012,"Auckland","MELAA",0,0
"Yersiniosis",2012,"Auckland","MELAA",0,0
"Q fever",2012,"Auckland","MELAA",0,0
"Meningococcal disease",2012,"Auckland","MELAA",0,0
"Haemophilus influenzae type b",2012,"Auckland","MELAA",0,0
"Mumps",2012,"Auckland","MELAA",0,0
"Hydatid disease",2012,"Auckland","MELAA",0,0
"Malaria",2012,"Auckland","MELAA",0,0
"Tuberculosis disease",2012,"Auckland","MELAA",6,84.8
"Meningoencephalitis - primary amoebic",2012,"Auckland","MELAA",0,0
"Listeriosis",2012,"Auckland","MELAA",0,0
"Brucellosis",2012,"Auckland","MELAA",0,0
"Rubella",2012,"Auckland","MELAA",0,0
"Giardiasis",2012,"Auckland","MELAA",2,28.3
"Legionellosis",2012,"Auckland","MELAA",0,0
"Tetanus",2012,"Auckland","MELAA",0,0
"Trichinosis",2012,"Auckland","MELAA",0,0
"VTEC/STEC infection",2012,"Auckland","MELAA",0,0
"Toxic shellfish poisoning",2012,"Auckland","MELAA",0,0
"Mpox",2012,"Auckland","MELAA",0,0
"Paratyphoid fever",2012,"Auckland","MELAA",0,0
"Salmonellosis",2012,"Auckland","MELAA",4,56.5
"Hepatitis B",2012,"Auckland","MELAA",0,0
"Typhoid fever",2012,"Auckland","MELAA",0,0
"Poliomyelitis",2012,"Auckland","MELAA",0,0
"Cysticercosis",2012,"Auckland","MELAA",0,0
"Pertussis",2012,"Auckland","MELAA",3,42.4
"Rabies and other lyssaviruses",2012,"Auckland","MELAA",0,0
"Acute gastroenteritis",2012,"Auckland","MELAA",0,0
"Rickettsial disease",2012,"Auckland","MELAA",0,0
"Campylobacteriosis",2012,"Auckland","MELAA",4,56.5
"Leprosy",2012,"Auckland","MELAA",0,0
"Leptospirosis",2012,"Auckland","MELAA",0,0
"Shigellosis",2012,"Auckland","MELAA",0,0
"Measles",2012,"Auckland","MELAA",0,0
"Hydatid disease",2012,"Auckland","European or Others",0,0
"Yersiniosis",2012,"Auckland","European or Others",20,8
"Haemophilus influenzae type b",2012,"Auckland","European or Others",0,0
"Toxic shellfish poisoning",2012,"Auckland","European or Others",0,0
"Arboviral diseases",2012,"Auckland","European or Others",8,3.2
"Tuberculosis disease",2012,"Auckland","European or Others",3,1.2
"Cholera",2012,"Auckland","European or Others",0,0
"Hepatitis A",2012,"Auckland","European or Others",0,0
"Taeniasis",2012,"Auckland","European or Others",0,0
"Meningoencephalitis - primary amoebic",2012,"Auckland","European or Others",0,0
"Meningococcal disease",2012,"Auckland","European or Others",4,1.6
"Poliomyelitis",2012,"Auckland","European or Others",0,0
"Salmonellosis",2012,"Auckland","European or Others",60,23.9
"Mumps",2012,"Auckland","European or Others",1,0.4
"VTEC/STEC infection",2012,"Auckland","European or Others",5,2
"Typhoid fever",2012,"Auckland","European or Others",0,0
"Malaria",2012,"Auckland","European or Others",0,0
"Paratyphoid fever",2012,"Auckland","European or Others",0,0
"Cryptosporidiosis",2012,"Auckland","European or Others",18,7.2
"Invasive pneumococcal disease",2012,"Auckland","European or Others",22,8.8
"Hepatitis B",2012,"Auckland","European or Others",3,1.2
"Tetanus",2012,"Auckland","European or Others",1,0.4
"Trichinosis",2012,"Auckland","European or Others",0,0
"Pertussis",2012,"Auckland","European or Others",195,77.8
"Leprosy",2012,"Auckland","European or Others",0,0
"Listeriosis",2012,"Auckland","European or Others",1,0.4
"Rheumatic fever",2012,"Auckland","European or Others",0,0
"Q fever",2012,"Auckland","European or Others",0,0
