"Disease","Report Year","DHBName","Ethnic Group","Case Count","Case rate per 100,000"
"Diphtheria",2012,"Auckland","European or Others",0,0
"Cysticercosis",2012,"Auckland","European or Others",0,0
"Brucellosis",2012,"Auckland","European or Others",0,0
"Rubella",2012,"Auckland","European or Others",0,0
"Giardiasis",2012,"Auckland","European or Others",185,73.8
"Hepatitis C",2012,"Auckland","European or Others",1,0.4
"Rabies and other lyssaviruses",2012,"Auckland","European or Others",0,0
"Hepatitis NOS",2012,"Auckland","European or Others",1,0.4
"Legionellosis",2012,"Auckland","European or Others",11,4.4
"Acute gastroenteritis",2012,"Auckland","European or Others",82,32.7
"Mpox",2012,"Auckland","European or Others",0,0
"Shigellosis",2012,"Auckland","European or Others",11,4.4
"Leptospirosis",2012,"Auckland","European or Others",1,0.4
"Campylobacteriosis",2012,"Auckland","European or Others",312,124.4
"Rickettsial disease",2012,"Auckland","European or Others",0,0
"Measles",2012,"Auckland","European or Others",4,1.6
"VTEC/STEC infection",2012,"Bay of Plenty","Māori",4,9.3
"Hepatitis A",2012,"Bay of Plenty","Māori",1,2.3
"Cholera",2012,"Bay of Plenty","Māori",0,0
"Taeniasis",2012,"Bay of Plenty","Māori",0,0
"Meningococcal disease",2012,"Bay of Plenty","Māori",4,9.3
"Pertussis",2012,"Bay of Plenty","Māori",37,86.1
"Yersiniosis",2012,"Bay of Plenty","Māori",4,9.3
"Cryptosporidiosis",2012,"Bay of Plenty","Māori",3,7
"Typhoid fever",2012,"Bay of Plenty","Māori",0,0
"Rheumatic fever",2012,"Bay of Plenty","Māori",3,7
"Tuberculosis disease",2012,"Bay of Plenty","Māori",3,7
"Invasive pneumococcal disease",2012,"Bay of Plenty","Māori",15,34.9
"Tetanus",2012,"Bay of Plenty","Māori",0,0
"Q fever",2012,"Bay of Plenty","Māori",0,0
"Hepatitis C",2012,"Bay of Plenty","Māori",0,0
"Malaria",2012,"Bay of Plenty","Māori",0,0
"Diphtheria",2012,"Bay of Plenty","Māori",0,0
"Hydatid disease",2012,"Bay of Plenty","Māori",0,0
"Brucellosis",2012,"Bay of Plenty","Māori",0,0
"Paratyphoid fever",2012,"Bay of Plenty","Māori",0,0
"Salmonellosis",2012,"Bay of Plenty","Māori",3,7
"Hepatitis NOS",2012,"Bay of Plenty","Māori",0,0
"Mumps",2012,"Bay of Plenty","Māori",1,2.3
"Giardiasis",2012,"Bay of Plenty","Māori",11,25.6
"Haemophilus influenzae type b",2012,"Bay of Plenty","Māori",0,0
"Arboviral diseases",2012,"Bay of Plenty","Māori",1,2.3
"Trichinosis",2012,"Bay of Plenty","Māori",0,0
"Meningoencephalitis - primary amoebic",2012,"Bay of Plenty","Māori",0,0
"Measles",2012,"Bay of Plenty","Māori",0,0
"Poliomyelitis",2012,"Bay of Plenty","Māori",0,0
"Toxic shellfish poisoning",2012,"Bay of Plenty","Māori",15,34.9
"Rubella",2012,"Bay of Plenty","Māori",0,0
"Rickettsial disease",2012,"Bay of Plenty","Māori",0,0
"Leptospirosis",2012,"Bay of Plenty","Māori",2,4.7
"Cysticercosis",2012,"Bay of Plenty","Māori",0,0
"Shigellosis",2012,"Bay of Plenty","Māori",1,2.3
"Mpox",2012,"Bay of Plenty","Māori",0,0
"Campylobacteriosis",2012,"Bay of Plenty","Māori",24,55.8
"Legionellosis",2012,"Bay of Plenty","Māori",0,0
"Listeriosis",2012,"Bay of Plenty","Māori",1,2.3
"Acute gastroenteritis",2012,"Bay of Plenty","Māori",8,18.6
"Hepatitis B",2012,"Bay of Plenty","Māori",1,2.3
"Leprosy",2012,"Bay of Plenty","Māori",0,0
"Rabies and other lyssaviruses",2012,"Bay of Plenty","Māori",0,0
"Hepatitis A",2012,"Bay of Plenty","Pacific",0,0
"Yersiniosis",2012,"Bay of Plenty","Pacific",0,0
"Arboviral diseases",2012,"Bay of Plenty","Pacific",0,0
"Poliomyelitis",2012,"Bay of Plenty","Pacific",0,0
"Hydatid disease",2012,"Bay of Plenty","Pacific",0,0
"Malaria",2012,"Bay of Plenty","Pacific",0,0
"Tuberculosis disease",2012,"Bay of Plenty","Pacific",0,0
"Cryptosporidiosis",2012,"Bay of Plenty","Pacific",0,0
"Taeniasis",2012,"Bay of Plenty","Pacific",0,0
"Typhoid fever",2012,"Bay of Plenty","Pacific",0,0
"Leprosy",2012,"Bay of Plenty","Pacific",0,0
"Paratyphoid fever",2012,"Bay of Plenty","Pacific",0,0
"Hepatitis B",2012,"Bay of Plenty","Pacific",0,0
"Invasive pneumococcal disease",2012,"Bay of Plenty","Pacific",0,0
"Rubella",2012,"Bay of Plenty","Pacific",0,0
"Giardiasis",2012,"Bay of Plenty","Pacific",0,0
"Meningococcal disease",2012,"Bay of Plenty","Pacific",0,0
"VTEC/STEC infection",2012,"Bay of Plenty","Pacific",0,0
"Acute gastroenteritis",2012,"Bay of Plenty","Pacific",0,0
"Pertussis",2012,"Bay of Plenty","Pacific",0,0
"Brucellosis",2012,"Bay of Plenty","Pacific",0,0
"Salmonellosis",2012,"Bay of Plenty","Pacific",1,29.1
"Diphtheria",2012,"Bay of Plenty","Pacific",0,0
"Tetanus",2012,"Bay of Plenty","Pacific",0,0
"Toxic shellfish poisoning",2012,"Bay of Plenty","Pacific",0,0
"Haemophilus influenzae type b",2012,"Bay of Plenty","Pacific",0,0
"Q fever",2012,"Bay of Plenty","Pacific",0,0
"Shigellosis",2012,"Bay of Plenty","Pacific",0,0
"Meningoencephalitis - primary amoebic",2012,"Bay of Plenty","Pacific",0,0
"Hepatitis NOS",2012,"Bay of Plenty","Pacific",0,0
"Legionellosis",2012,"Bay of Plenty","Pacific",0,0
"Listeriosis",2012,"Bay of Plenty","Pacific",0,0
"Rheumatic fever",2012,"Bay of Plenty","Pacific",0,0
"Measles",2012,"Bay of Plenty","Pacific",0,0
"Hepatitis C",2012,"Bay of Plenty","Pacific",0,0
"Cholera",2012,"Bay of Plenty","Pacific",0,0
"Rickettsial disease",2012,"Bay of Plenty","Pacific",0,0
"Rabies and other lyssaviruses",2012,"Bay of Plenty","Pacific",0,0
"Mpox",2012,"Bay of Plenty","Pacific",0,0
"Trichinosis",2012,"Bay of Plenty","Pacific",0,0
"Mumps",2012,"Bay of Plenty","Pacific",0,0
"Cysticercosis",2012,"Bay of Plenty","Pacific",0,0
"Leptospirosis",2012,"Bay of Plenty","Pacific",0,0
"Campylobacteriosis",2012,"Bay of Plenty","Pacific",0,0
"VTEC/STEC infection",2012,"Bay of Plenty","Asian",1,20.6
"Cryptosporidiosis",2012,"Bay of Plenty","Asian",0,0
"Paratyphoid fever",2012,"Bay of Plenty","Asian",1,20.6
"Rabies and other lyssaviruses",2012,"Bay of Plenty","Asian",0,0
"Invasive pneumococcal disease",2012,"Bay of Plenty","Asian",0,0
"Legionellosis",2012,"Bay of Plenty","Asian",0,0
"Rickettsial disease",2012,"Bay of Plenty","Asian",0,0
"Yersiniosis",2012,"Bay of Plenty","Asian",1,20.6
"Giardiasis",2012,"Bay of Plenty","Asian",4,82.4
"Mpox",2012,"Bay of Plenty","Asian",0,0
"Taeniasis",2012,"Bay of Plenty","Asian",0,0
"Arboviral diseases",2012,"Bay of Plenty","Asian",1,20.6
"Acute gastroenteritis",2012,"Bay of Plenty","Asian",1,20.6
"Mumps",2012,"Bay of Plenty","Asian",0,0
"Listeriosis",2012,"Bay of Plenty","Asian",0,0
"Salmonellosis",2012,"Bay of Plenty","Asian",2,41.2
"Brucellosis",2012,"Bay of Plenty","Asian",0,0
"Meningoencephalitis - primary amoebic",2012,"Bay of Plenty","Asian",0,0
"Leprosy",2012,"Bay of Plenty","Asian",0,0
"Hydatid disease",2012,"Bay of Plenty","Asian",0,0
"Poliomyelitis",2012,"Bay of Plenty","Asian",0,0
"Diphtheria",2012,"Bay of Plenty","Asian",0,0
"Haemophilus influenzae type b",2012,"Bay of Plenty","Asian",0,0
"Malaria",2012,"Bay of Plenty","Asian",0,0
"Hepatitis B",2012,"Bay of Plenty","Asian",0,0
"Measles",2012,"Bay of Plenty","Asian",0,0
"Cysticercosis",2012,"Bay of Plenty","Asian",0,0
"Toxic shellfish poisoning",2012,"Bay of Plenty","Asian",0,0
"Meningococcal disease",2012,"Bay of Plenty","Asian",0,0
"Tuberculosis disease",2012,"Bay of Plenty","Asian",4,82.4
"Trichinosis",2012,"Bay of Plenty","Asian",0,0
"Rheumatic fever",2012,"Bay of Plenty","Asian",0,0
"Tetanus",2012,"Bay of Plenty","Asian",0,0
"Hepatitis A",2012,"Bay of Plenty","Asian",0,0
"Hepatitis C",2012,"Bay of Plenty","Asian",0,0
"Q fever",2012,"Bay of Plenty","Asian",0,0
"Cholera",2012,"Bay of Plenty","Asian",0,0
"Pertussis",2012,"Bay of Plenty","Asian",9,185.3
"Rubella",2012,"Bay of Plenty","Asian",0,0
"Shigellosis",2012,"Bay of Plenty","Asian",3,61.8
"Leptospirosis",2012,"Bay of Plenty","Asian",0,0
"Typhoid fever",2012,"Bay of Plenty","Asian",2,41.2
"Campylobacteriosis",2012,"Bay of Plenty","Asian",6,123.6
"Hepatitis NOS",2012,"Bay of Plenty","Asian",0,0
"Diphtheria",2012,"Bay of Plenty","MELAA",0,0
"Hepatitis B",2012,"Bay of Plenty","MELAA",0,0
"Giardiasis",2012,"Bay of Plenty","MELAA",0,0
"Arboviral diseases",2012,"Bay of Plenty","MELAA",0,0
"Cholera",2012,"Bay of Plenty","MELAA",0,0
"Taeniasis",2012,"Bay of Plenty","MELAA",0,0
"Invasive pneumococcal disease",2012,"Bay of Plenty","MELAA",0,0
"Paratyphoid fever",2012,"Bay of Plenty","MELAA",0,0
"Listeriosis",2012,"Bay of Plenty","MELAA",0,0
"Hepatitis C",2012,"Bay of Plenty","MELAA",0,0
"Haemophilus influenzae type b",2012,"Bay of Plenty","MELAA",0,0
"Hydatid disease",2012,"Bay of Plenty","MELAA",0,0
"Measles",2012,"Bay of Plenty","MELAA",0,0
"Hepatitis NOS",2012,"Bay of Plenty","MELAA",0,0
"Legionellosis",2012,"Bay of Plenty","MELAA",0,0
"VTEC/STEC infection",2012,"Bay of Plenty","MELAA",0,0
"Acute gastroenteritis",2012,"Bay of Plenty","MELAA",0,0
"Poliomyelitis",2012,"Bay of Plenty","MELAA",0,0
"Leptospirosis",2012,"Bay of Plenty","MELAA",0,0
"Hepatitis A",2012,"Bay of Plenty","MELAA",0,0
"Cryptosporidiosis",2012,"Bay of Plenty","MELAA",0,0
"Typhoid fever",2012,"Bay of Plenty","MELAA",0,0
"Malaria",2012,"Bay of Plenty","MELAA",0,0
"Rheumatic fever",2012,"Bay of Plenty","MELAA",0,0
"Mumps",2012,"Bay of Plenty","MELAA",0,0
"Brucellosis",2012,"Bay of Plenty","MELAA",0,0
"Pertussis",2012,"Bay of Plenty","MELAA",0,0
"Tuberculosis disease",2012,"Bay of Plenty","MELAA",1,205.8
"Yersiniosis",2012,"Bay of Plenty","MELAA",0,0
"Rabies and other lyssaviruses",2012,"Bay of Plenty","MELAA",0,0
"Shigellosis",2012,"Bay of Plenty","MELAA",0,0
"Q fever",2012,"Bay of Plenty","MELAA",0,0
"Rickettsial disease",2012,"Bay of Plenty","MELAA",0,0
"Cysticercosis",2012,"Bay of Plenty","MELAA",0,0
"Rubella",2012,"Bay of Plenty","MELAA",0,0
"Tetanus",2012,"Bay of Plenty","MELAA",0,0
"Leprosy",2012,"Bay of Plenty","MELAA",0,0
"Salmonellosis",2012,"Bay of Plenty","MELAA",0,0
"Campylobacteriosis",2012,"Bay of Plenty","MELAA",1,205.8
"Meningoencephalitis - primary amoebic",2012,"Bay of Plenty","MELAA",0,0
"Toxic shellfish poisoning",2012,"Bay of Plenty","MELAA",0,0
"Mpox",2012,"Bay of Plenty","MELAA",0,0
"Meningococcal disease",2012,"Bay of Plenty","MELAA",0,0
"Trichinosis",2012,"Bay of Plenty","MELAA",0,0
"Rabies and other lyssaviruses",2012,"Bay of Plenty","European or Others",0,0
"Toxic shellfish poisoning",2012,"Bay of Plenty","European or Others",4,2.6
"Mumps",2012,"Bay of Plenty","European or Others",0,0
"VTEC/STEC infection",2012,"Bay of Plenty","European or Others",13,8.6
"Haemophilus influenzae type b",2012,"Bay of Plenty","European or Others",1,0.7
"Giardiasis",2012,"Bay of Plenty","European or Others",78,51.4
"Paratyphoid fever",2012,"Bay of Plenty","European or Others",0,0
"Cysticercosis",2012,"Bay of Plenty","European or Others",0,0
"Campylobacteriosis",2012,"Bay of Plenty","European or Others",234,154.1
"Rickettsial disease",2012,"Bay of Plenty","European or Others",0,0
"Measles",2012,"Bay of Plenty","European or Others",0,0
"Invasive pneumococcal disease",2012,"Bay of Plenty","European or Others",21,13.8
"Taeniasis",2012,"Bay of Plenty","European or Others",0,0
"Hepatitis A",2012,"Bay of Plenty","European or Others",0,0
"Diphtheria",2012,"Bay of Plenty","European or Others",0,0
"Brucellosis",2012,"Bay of Plenty","European or Others",0,0
"Pertussis",2012,"Bay of Plenty","European or Others",141,92.8
"Rheumatic fever",2012,"Bay of Plenty","European or Others",0,0
"Hydatid disease",2012,"Bay of Plenty","European or Others",0,0
"Listeriosis",2012,"Bay of Plenty","European or Others",4,2.6
"Arboviral diseases",2012,"Bay of Plenty","European or Others",1,0.7
"Leptospirosis",2012,"Bay of Plenty","European or Others",2,1.3
"Malaria",2012,"Bay of Plenty","European or Others",0,0
"Cryptosporidiosis",2012,"Bay of Plenty","European or Others",18,11.9
"Shigellosis",2012,"Bay of Plenty","European or Others",3,2
"Typhoid fever",2012,"Bay of Plenty","European or Others",0,0
"Hepatitis B",2012,"Bay of Plenty","European or Others",0,0
"Hepatitis C",2012,"Bay of Plenty","European or Others",0,0
"Meningococcal disease",2012,"Bay of Plenty","European or Others",1,0.7
"Leprosy",2012,"Bay of Plenty","European or Others",0,0
"Q fever",2012,"Bay of Plenty","European or Others",0,0
"Cholera",2012,"Bay of Plenty","European or Others",0,0
"Poliomyelitis",2012,"Bay of Plenty","European or Others",0,0
"Acute gastroenteritis",2012,"Bay of Plenty","European or Others",30,19.8
"Tetanus",2012,"Bay of Plenty","European or Others",0,0
"Salmonellosis",2012,"Bay of Plenty","European or Others",29,19.1
"Trichinosis",2012,"Bay of Plenty","European or Others",0,0
"Hepatitis NOS",2012,"Bay of Plenty","European or Others",0,0
"Tuberculosis disease",2012,"Bay of Plenty","European or Others",1,0.7
"Legionellosis",2012,"Bay of Plenty","European or Others",2,1.3
"Yersiniosis",2012,"Bay of Plenty","European or Others",17,11.2
"Rubella",2012,"Bay of Plenty","European or Others",0,0
"Meningoencephalitis - primary amoebic",2012,"Bay of Plenty","European or Others",0,0
"Mpox",2012,"Bay of Plenty","European or Others",0,0
"Diphtheria",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Typhoid fever",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Hydatid disease",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Rheumatic fever",2012,"Capital, Coast and Hutt Valley","Māori",6,23.2
"Cryptosporidiosis",2012,"Capital, Coast and Hutt Valley","Māori",9,34.7
"Measles",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"VTEC/STEC infection",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Leptospirosis",2012,"Capital, Coast and Hutt Valley","Māori",1,3.9
"Listeriosis",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Haemophilus influenzae type b",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Malaria",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Salmonellosis",2012,"Capital, Coast and Hutt Valley","Māori",8,30.9
"Invasive pneumococcal disease",2012,"Capital, Coast and Hutt Valley","Māori",7,27
"Acute gastroenteritis",2012,"Capital, Coast and Hutt Valley","Māori",14,54
"Rabies and other lyssaviruses",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Rickettsial disease",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Paratyphoid fever",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Cysticercosis",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Arboviral diseases",2012,"Capital, Coast and Hutt Valley","Māori",1,3.9
"Brucellosis",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Hepatitis NOS",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Trichinosis",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Hepatitis B",2012,"Capital, Coast and Hutt Valley","Māori",1,3.9
"Mumps",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Cholera",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Hepatitis C",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Shigellosis",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Tuberculosis disease",2012,"Capital, Coast and Hutt Valley","Māori",1,3.9
"Q fever",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Poliomyelitis",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Toxic shellfish poisoning",2012,"Capital, Coast and Hutt Valley","Māori",1,3.9
"Taeniasis",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Hepatitis A",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Pertussis",2012,"Capital, Coast and Hutt Valley","Māori",123,474.7
"Rubella",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Meningococcal disease",2012,"Capital, Coast and Hutt Valley","Māori",4,15.4
"Meningoencephalitis - primary amoebic",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Yersiniosis",2012,"Capital, Coast and Hutt Valley","Māori",8,30.9
"Campylobacteriosis",2012,"Capital, Coast and Hutt Valley","Māori",39,150.5
"Mpox",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Tetanus",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Legionellosis",2012,"Capital, Coast and Hutt Valley","Māori",1,3.9
"Leprosy",2012,"Capital, Coast and Hutt Valley","Māori",0,0
"Giardiasis",2012,"Capital, Coast and Hutt Valley","Māori",6,23.2
"VTEC/STEC infection",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Measles",2012,"Capital, Coast and Hutt Valley","Pacific",3,14
"Trichinosis",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Diphtheria",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Cryptosporidiosis",2012,"Capital, Coast and Hutt Valley","Pacific",4,18.6
"Leptospirosis",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Cholera",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Shigellosis",2012,"Capital, Coast and Hutt Valley","Pacific",5,23.3
"Rheumatic fever",2012,"Capital, Coast and Hutt Valley","Pacific",5,23.3
"Rickettsial disease",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Haemophilus influenzae type b",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Cysticercosis",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Salmonellosis",2012,"Capital, Coast and Hutt Valley","Pacific",5,23.3
"Hepatitis B",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Hepatitis NOS",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Arboviral diseases",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Typhoid fever",2012,"Capital, Coast and Hutt Valley","Pacific",4,18.6
"Meningoencephalitis - primary amoebic",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Mumps",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Acute gastroenteritis",2012,"Capital, Coast and Hutt Valley","Pacific",3,14
"Brucellosis",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Listeriosis",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Meningococcal disease",2012,"Capital, Coast and Hutt Valley","Pacific",1,4.7
"Poliomyelitis",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Hepatitis A",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Rabies and other lyssaviruses",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Invasive pneumococcal disease",2012,"Capital, Coast and Hutt Valley","Pacific",6,27.9
"Paratyphoid fever",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Taeniasis",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Tuberculosis disease",2012,"Capital, Coast and Hutt Valley","Pacific",10,46.5
"Hydatid disease",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Yersiniosis",2012,"Capital, Coast and Hutt Valley","Pacific",3,14
"Leprosy",2012,"Capital, Coast and Hutt Valley","Pacific",1,4.7
"Toxic shellfish poisoning",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Pertussis",2012,"Capital, Coast and Hutt Valley","Pacific",46,213.9
"Q fever",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Campylobacteriosis",2012,"Capital, Coast and Hutt Valley","Pacific",10,46.5
"Legionellosis",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Tetanus",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Malaria",2012,"Capital, Coast and Hutt Valley","Pacific",1,4.7
"Hepatitis C",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Rubella",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Mpox",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Giardiasis",2012,"Capital, Coast and Hutt Valley","Pacific",0,0
"Rheumatic fever",2012,"Capital, Coast and Hutt Valley","Asian",0,0
"Hepatitis NOS",2012,"Capital, Coast and Hutt Valley","Asian",1,3.8
"Haemophilus influenzae type b",2012,"Capital, Coast and Hutt Valley","Asian",0,0
"Rickettsial disease",2012,"Capital, Coast and Hutt Valley","Asian",0,0
"Arboviral diseases",2012,"Capital, Coast and Hutt Valley","Asian",3,11.5
"Pertussis",2012,"Capital, Coast and Hutt Valley","Asian",36,138.2
"Rabies and other lyssaviruses",2012,"Capital, Coast and Hutt Valley","Asian",0,0
"VTEC/STEC infection",2012,"Capital, Coast and Hutt Valley","Asian",0,0
"Invasive pneumococcal disease",2012,"Capital, Coast and Hutt Valley","Asian",2,7.7
"Listeriosis",2012,"Capital, Coast and Hutt Valley","Asian",0,0
"Measles",2012,"Capital, Coast and Hutt Valley","Asian",0,0
"Salmonellosis",2012,"Capital, Coast and Hutt Valley","Asian",11,42.2
"Paratyphoid fever",2012,"Capital, Coast and Hutt Valley","Asian",0,0
"Cysticercosis",2012,"Capital, Coast and Hutt Valley","Asian",0,0
"Malaria",2012,"Capital, Coast and Hutt Valley","Asian",0,0
