"Disease","Report Year","DHBName","Age Group (year)","Case Count","Case rate per 100,000"
"Tuberculosis disease",2016,"Counties Manukau","25–29",9,21.8
"Hepatitis NOS",2016,"Counties Manukau","25–29",0,0
"Acute gastroenteritis",2016,"Counties Manukau","25–29",1,2.4
"Hydatid disease",2016,"Counties Manukau","25–29",0,0
"Arboviral diseases",2016,"Counties Manukau","25–29",6,14.6
"Hepatitis B",2016,"Counties Manukau","25–29",0,0
"Yersiniosis",2016,"Counties Manukau","25–29",4,9.7
"Trichinosis",2016,"Counties Manukau","25–29",0,0
"Toxic shellfish poisoning",2016,"Counties Manukau","25–29",0,0
"Malaria",2016,"Counties Manukau","25–29",0,0
"Giardiasis",2016,"Counties Manukau","25–29",8,19.4
"Rickettsial disease",2016,"Counties Manukau","25–29",0,0
"Salmonellosis",2016,"Counties Manukau","25–29",4,9.7
"Brucellosis",2016,"Counties Manukau","25–29",0,0
"Leptospirosis",2016,"Counties Manukau","25–29",0,0
"Paratyphoid fever",2016,"Counties Manukau","25–29",0,0
"Shigellosis",2016,"Counties Manukau","25–29",2,4.9
"Meningoencephalitis - primary amoebic",2016,"Counties Manukau","25–29",0,0
"Campylobacteriosis",2016,"Counties Manukau","25–29",32,77.6
"Legionellosis",2016,"Counties Manukau","25–29",1,2.4
"Haemophilus influenzae type b",2016,"Counties Manukau","25–29",0,0
"Poliomyelitis",2016,"Counties Manukau","25–29",0,0
"Listeriosis",2016,"Counties Manukau","25–29",0,0
"Rubella",2016,"Counties Manukau","25–29",0,0
"Rabies and other lyssaviruses",2016,"Counties Manukau","25–29",0,0
"Rheumatic fever",2016,"Counties Manukau","25–29",3,7.3
"Typhoid fever",2016,"Counties Manukau","30–34",3,8.3
"Diphtheria",2016,"Counties Manukau","30–34",0,0
"Tetanus",2016,"Counties Manukau","30–34",0,0
"Hepatitis A",2016,"Counties Manukau","30–34",0,0
"Cryptosporidiosis",2016,"Counties Manukau","30–34",11,30.3
"Hepatitis C",2016,"Counties Manukau","30–34",0,0
"Cysticercosis",2016,"Counties Manukau","30–34",0,0
"Mumps",2016,"Counties Manukau","30–34",0,0
"Rickettsial disease",2016,"Counties Manukau","30–34",0,0
"Hydatid disease",2016,"Counties Manukau","30–34",1,2.8
"Campylobacteriosis",2016,"Counties Manukau","30–34",23,63.3
"Arboviral diseases",2016,"Counties Manukau","30–34",5,13.8
"Q fever",2016,"Counties Manukau","30–34",0,0
"Toxic shellfish poisoning",2016,"Counties Manukau","30–34",0,0
"Trichinosis",2016,"Counties Manukau","30–34",0,0
"Malaria",2016,"Counties Manukau","30–34",0,0
"Mpox",2016,"Counties Manukau","30–34",0,0
"Paratyphoid fever",2016,"Counties Manukau","30–34",0,0
"Shigellosis",2016,"Counties Manukau","30–34",2,5.5
"Acute gastroenteritis",2016,"Counties Manukau","30–34",4,11
"VTEC/STEC infection",2016,"Counties Manukau","30–34",2,5.5
"Salmonellosis",2016,"Counties Manukau","30–34",4,11
"Listeriosis",2016,"Counties Manukau","30–34",0,0
"Measles",2016,"Counties Manukau","30–34",0,0
"Hepatitis B",2016,"Counties Manukau","30–34",0,0
"Invasive pneumococcal disease",2016,"Counties Manukau","30–34",0,0
"Tuberculosis disease",2016,"Counties Manukau","30–34",5,13.8
"Meningococcal disease",2016,"Counties Manukau","30–34",0,0
"Brucellosis",2016,"Counties Manukau","30–34",0,0
"Pertussis",2016,"Counties Manukau","30–34",2,5.5
"Giardiasis",2016,"Counties Manukau","30–34",19,52.3
"Haemophilus influenzae type b",2016,"Counties Manukau","30–34",1,2.8
"Meningoencephalitis - primary amoebic",2016,"Counties Manukau","30–34",0,0
"Cholera",2016,"Counties Manukau","30–34",0,0
"Leptospirosis",2016,"Counties Manukau","30–34",0,0
"Legionellosis",2016,"Counties Manukau","30–34",0,0
"Poliomyelitis",2016,"Counties Manukau","30–34",0,0
"Leprosy",2016,"Counties Manukau","30–34",0,0
"Rabies and other lyssaviruses",2016,"Counties Manukau","30–34",0,0
"Hepatitis NOS",2016,"Counties Manukau","30–34",0,0
"Rubella",2016,"Counties Manukau","30–34",0,0
"Taeniasis",2016,"Counties Manukau","30–34",0,0
"Rheumatic fever",2016,"Counties Manukau","30–34",5,13.8
"Yersiniosis",2016,"Counties Manukau","30–34",6,16.5
"Cryptosporidiosis",2016,"Counties Manukau","35–39",10,30.7
"Haemophilus influenzae type b",2016,"Counties Manukau","35–39",0,0
"Rickettsial disease",2016,"Counties Manukau","35–39",0,0
"Campylobacteriosis",2016,"Counties Manukau","35–39",15,46
"Q fever",2016,"Counties Manukau","35–39",0,0
"Arboviral diseases",2016,"Counties Manukau","35–39",5,15.3
"Mumps",2016,"Counties Manukau","35–39",0,0
"Hepatitis A",2016,"Counties Manukau","35–39",0,0
"Toxic shellfish poisoning",2016,"Counties Manukau","35–39",0,0
"Invasive pneumococcal disease",2016,"Counties Manukau","35–39",6,18.4
"Tetanus",2016,"Counties Manukau","35–39",0,0
"VTEC/STEC infection",2016,"Counties Manukau","35–39",2,6.1
"Shigellosis",2016,"Counties Manukau","35–39",2,6.1
"Typhoid fever",2016,"Counties Manukau","35–39",1,3.1
"Meningoencephalitis - primary amoebic",2016,"Counties Manukau","35–39",0,0
"Measles",2016,"Counties Manukau","35–39",0,0
"Hepatitis C",2016,"Counties Manukau","35–39",0,0
"Brucellosis",2016,"Counties Manukau","35–39",0,0
"Listeriosis",2016,"Counties Manukau","35–39",0,0
"Diphtheria",2016,"Counties Manukau","35–39",0,0
"Acute gastroenteritis",2016,"Counties Manukau","35–39",2,6.1
"Giardiasis",2016,"Counties Manukau","35–39",13,39.9
"Mpox",2016,"Counties Manukau","35–39",0,0
"Rheumatic fever",2016,"Counties Manukau","35–39",0,0
"Rubella",2016,"Counties Manukau","35–39",0,0
"Trichinosis",2016,"Counties Manukau","35–39",0,0
"Leptospirosis",2016,"Counties Manukau","35–39",0,0
"Meningococcal disease",2016,"Counties Manukau","35–39",0,0
"Leprosy",2016,"Counties Manukau","35–39",0,0
"Taeniasis",2016,"Counties Manukau","35–39",0,0
"Tuberculosis disease",2016,"Counties Manukau","35–39",2,6.1
"Hepatitis B",2016,"Counties Manukau","35–39",0,0
"Cysticercosis",2016,"Counties Manukau","35–39",0,0
"Rabies and other lyssaviruses",2016,"Counties Manukau","35–39",0,0
"Legionellosis",2016,"Counties Manukau","35–39",2,6.1
"Pertussis",2016,"Counties Manukau","35–39",5,15.3
"Malaria",2016,"Counties Manukau","35–39",0,0
"Hepatitis NOS",2016,"Counties Manukau","35–39",0,0
"Salmonellosis",2016,"Counties Manukau","35–39",2,6.1
"Paratyphoid fever",2016,"Counties Manukau","35–39",0,0
"Cholera",2016,"Counties Manukau","35–39",0,0
"Hydatid disease",2016,"Counties Manukau","35–39",0,0
"Yersiniosis",2016,"Counties Manukau","35–39",1,3.1
"Poliomyelitis",2016,"Counties Manukau","35–39",0,0
"Arboviral diseases",2016,"Counties Manukau","40–44",4,11.8
"Hepatitis B",2016,"Counties Manukau","40–44",0,0
"Rickettsial disease",2016,"Counties Manukau","40–44",0,0
"Listeriosis",2016,"Counties Manukau","40–44",0,0
"Haemophilus influenzae type b",2016,"Counties Manukau","40–44",0,0
"Measles",2016,"Counties Manukau","40–44",0,0
"Cryptosporidiosis",2016,"Counties Manukau","40–44",2,5.9
"Brucellosis",2016,"Counties Manukau","40–44",0,0
"Shigellosis",2016,"Counties Manukau","40–44",1,2.9
"Rheumatic fever",2016,"Counties Manukau","40–44",0,0
"Diphtheria",2016,"Counties Manukau","40–44",0,0
"Meningoencephalitis - primary amoebic",2016,"Counties Manukau","40–44",0,0
"Rabies and other lyssaviruses",2016,"Counties Manukau","40–44",0,0
"Hepatitis C",2016,"Counties Manukau","40–44",0,0
"Toxic shellfish poisoning",2016,"Counties Manukau","40–44",0,0
"Campylobacteriosis",2016,"Counties Manukau","40–44",40,118
"Taeniasis",2016,"Counties Manukau","40–44",0,0
"Rubella",2016,"Counties Manukau","40–44",0,0
"Hepatitis A",2016,"Counties Manukau","40–44",0,0
"Typhoid fever",2016,"Counties Manukau","40–44",0,0
"Mumps",2016,"Counties Manukau","40–44",0,0
"Q fever",2016,"Counties Manukau","40–44",0,0
"Trichinosis",2016,"Counties Manukau","40–44",0,0
"Leptospirosis",2016,"Counties Manukau","40–44",0,0
"Hepatitis NOS",2016,"Counties Manukau","40–44",1,2.9
"Hydatid disease",2016,"Counties Manukau","40–44",0,0
"Cysticercosis",2016,"Counties Manukau","40–44",0,0
"Invasive pneumococcal disease",2016,"Counties Manukau","40–44",6,17.7
"Mpox",2016,"Counties Manukau","40–44",0,0
"VTEC/STEC infection",2016,"Counties Manukau","40–44",4,11.8
"Giardiasis",2016,"Counties Manukau","40–44",7,20.6
"Legionellosis",2016,"Counties Manukau","40–44",0,0
"Meningococcal disease",2016,"Counties Manukau","40–44",0,0
"Pertussis",2016,"Counties Manukau","40–44",4,11.8
"Salmonellosis",2016,"Counties Manukau","40–44",7,20.6
"Tuberculosis disease",2016,"Counties Manukau","40–44",3,8.8
"Leprosy",2016,"Counties Manukau","40–44",0,0
"Poliomyelitis",2016,"Counties Manukau","40–44",0,0
"Tetanus",2016,"Counties Manukau","40–44",0,0
"Yersiniosis",2016,"Counties Manukau","40–44",2,5.9
"Paratyphoid fever",2016,"Counties Manukau","40–44",0,0
"Acute gastroenteritis",2016,"Counties Manukau","40–44",1,2.9
"Malaria",2016,"Counties Manukau","40–44",0,0
"Cholera",2016,"Counties Manukau","40–44",0,0
"Cryptosporidiosis",2016,"Counties Manukau","45–49",4,11.2
"Hepatitis B",2016,"Counties Manukau","45–49",1,2.8
"Rheumatic fever",2016,"Counties Manukau","45–49",0,0
"Haemophilus influenzae type b",2016,"Counties Manukau","45–49",0,0
"Cysticercosis",2016,"Counties Manukau","45–49",0,0
"Giardiasis",2016,"Counties Manukau","45–49",4,11.2
"Mumps",2016,"Counties Manukau","45–49",0,0
"Meningoencephalitis - primary amoebic",2016,"Counties Manukau","45–49",0,0
"Q fever",2016,"Counties Manukau","45–49",0,0
"Acute gastroenteritis",2016,"Counties Manukau","45–49",1,2.8
"VTEC/STEC infection",2016,"Counties Manukau","45–49",3,8.4
"Rubella",2016,"Counties Manukau","45–49",0,0
"Mpox",2016,"Counties Manukau","45–49",0,0
"Diphtheria",2016,"Counties Manukau","45–49",0,0
"Toxic shellfish poisoning",2016,"Counties Manukau","45–49",0,0
"Arboviral diseases",2016,"Counties Manukau","45–49",4,11.2
"Taeniasis",2016,"Counties Manukau","45–49",0,0
"Pertussis",2016,"Counties Manukau","45–49",4,11.2
"Legionellosis",2016,"Counties Manukau","45–49",2,5.6
"Rickettsial disease",2016,"Counties Manukau","45–49",0,0
"Tetanus",2016,"Counties Manukau","45–49",0,0
"Yersiniosis",2016,"Counties Manukau","45–49",1,2.8
"Hepatitis NOS",2016,"Counties Manukau","45–49",0,0
"Salmonellosis",2016,"Counties Manukau","45–49",8,22.3
"Poliomyelitis",2016,"Counties Manukau","45–49",0,0
"Hepatitis C",2016,"Counties Manukau","45–49",0,0
"Hydatid disease",2016,"Counties Manukau","45–49",0,0
"Listeriosis",2016,"Counties Manukau","45–49",0,0
"Measles",2016,"Counties Manukau","45–49",0,0
"Cholera",2016,"Counties Manukau","45–49",0,0
"Brucellosis",2016,"Counties Manukau","45–49",0,0
"Malaria",2016,"Counties Manukau","45–49",0,0
"Meningococcal disease",2016,"Counties Manukau","45–49",2,5.6
"Invasive pneumococcal disease",2016,"Counties Manukau","45–49",2,5.6
"Hepatitis A",2016,"Counties Manukau","45–49",0,0
"Tuberculosis disease",2016,"Counties Manukau","45–49",3,8.4
"Campylobacteriosis",2016,"Counties Manukau","45–49",31,86.6
"Leptospirosis",2016,"Counties Manukau","45–49",1,2.8
"Leprosy",2016,"Counties Manukau","45–49",0,0
"Shigellosis",2016,"Counties Manukau","45–49",3,8.4
"Trichinosis",2016,"Counties Manukau","45–49",0,0
"Rabies and other lyssaviruses",2016,"Counties Manukau","45–49",0,0
"Paratyphoid fever",2016,"Counties Manukau","45–49",0,0
"Typhoid fever",2016,"Counties Manukau","45–49",1,2.8
"Rubella",2016,"Counties Manukau","50–54",0,0
"Haemophilus influenzae type b",2016,"Counties Manukau","50–54",0,0
"Yersiniosis",2016,"Counties Manukau","50–54",5,14.5
"VTEC/STEC infection",2016,"Counties Manukau","50–54",5,14.5
"Meningoencephalitis - primary amoebic",2016,"Counties Manukau","50–54",0,0
"Rheumatic fever",2016,"Counties Manukau","50–54",0,0
"Meningococcal disease",2016,"Counties Manukau","50–54",0,0
"Leprosy",2016,"Counties Manukau","50–54",0,0
"Salmonellosis",2016,"Counties Manukau","50–54",5,14.5
"Acute gastroenteritis",2016,"Counties Manukau","50–54",6,17.4
"Hepatitis NOS",2016,"Counties Manukau","50–54",0,0
"Leptospirosis",2016,"Counties Manukau","50–54",1,2.9
"Pertussis",2016,"Counties Manukau","50–54",5,14.5
"Mpox",2016,"Counties Manukau","50–54",0,0
"Toxic shellfish poisoning",2016,"Counties Manukau","50–54",0,0
"Cryptosporidiosis",2016,"Counties Manukau","50–54",1,2.9
"Rickettsial disease",2016,"Counties Manukau","50–54",0,0
"Q fever",2016,"Counties Manukau","50–54",0,0
"Hepatitis C",2016,"Counties Manukau","50–54",0,0
"Tuberculosis disease",2016,"Counties Manukau","50–54",5,14.5
"Paratyphoid fever",2016,"Counties Manukau","50–54",1,2.9
"Tetanus",2016,"Counties Manukau","50–54",0,0
"Cysticercosis",2016,"Counties Manukau","50–54",0,0
"Arboviral diseases",2016,"Counties Manukau","50–54",8,23.2
"Cholera",2016,"Counties Manukau","50–54",0,0
"Campylobacteriosis",2016,"Counties Manukau","50–54",40,115.8
"Hepatitis A",2016,"Counties Manukau","50–54",1,2.9
"Measles",2016,"Counties Manukau","50–54",0,0
"Listeriosis",2016,"Counties Manukau","50–54",0,0
"Mumps",2016,"Counties Manukau","50–54",0,0
"Taeniasis",2016,"Counties Manukau","50–54",1,2.9
"Poliomyelitis",2016,"Counties Manukau","50–54",0,0
"Trichinosis",2016,"Counties Manukau","50–54",0,0
"Hydatid disease",2016,"Counties Manukau","50–54",0,0
"Diphtheria",2016,"Counties Manukau","50–54",0,0
"Shigellosis",2016,"Counties Manukau","50–54",0,0
"Hepatitis B",2016,"Counties Manukau","50–54",3,8.7
"Rabies and other lyssaviruses",2016,"Counties Manukau","50–54",0,0
"Legionellosis",2016,"Counties Manukau","50–54",3,8.7
"Typhoid fever",2016,"Counties Manukau","50–54",0,0
"Brucellosis",2016,"Counties Manukau","50–54",0,0
"Invasive pneumococcal disease",2016,"Counties Manukau","50–54",7,20.3
"Giardiasis",2016,"Counties Manukau","50–54",14,40.5
"Malaria",2016,"Counties Manukau","50–54",0,0
"Rheumatic fever",2016,"Counties Manukau","55–59",0,0
"Rubella",2016,"Counties Manukau","55–59",0,0
"VTEC/STEC infection",2016,"Counties Manukau","55–59",0,0
"Cholera",2016,"Counties Manukau","55–59",0,0
"Haemophilus influenzae type b",2016,"Counties Manukau","55–59",0,0
"Hepatitis B",2016,"Counties Manukau","55–59",0,0
"Salmonellosis",2016,"Counties Manukau","55–59",3,10
"Yersiniosis",2016,"Counties Manukau","55–59",1,3.3
"Taeniasis",2016,"Counties Manukau","55–59",0,0
"Cysticercosis",2016,"Counties Manukau","55–59",0,0
"Cryptosporidiosis",2016,"Counties Manukau","55–59",1,3.3
"Meningococcal disease",2016,"Counties Manukau","55–59",0,0
"Tetanus",2016,"Counties Manukau","55–59",0,0
"Hepatitis A",2016,"Counties Manukau","55–59",0,0
"Poliomyelitis",2016,"Counties Manukau","55–59",0,0
"Mpox",2016,"Counties Manukau","55–59",0,0
"Trichinosis",2016,"Counties Manukau","55–59",0,0
"Diphtheria",2016,"Counties Manukau","55–59",0,0
"Campylobacteriosis",2016,"Counties Manukau","55–59",30,100.3
"Acute gastroenteritis",2016,"Counties Manukau","55–59",1,3.3
"Leptospirosis",2016,"Counties Manukau","55–59",0,0
"Rickettsial disease",2016,"Counties Manukau","55–59",1,3.3
"Mumps",2016,"Counties Manukau","55–59",0,0
"Q fever",2016,"Counties Manukau","55–59",0,0
"Hepatitis C",2016,"Counties Manukau","55–59",0,0
"Hepatitis NOS",2016,"Counties Manukau","55–59",0,0
"Hydatid disease",2016,"Counties Manukau","55–59",0,0
"Typhoid fever",2016,"Counties Manukau","55–59",0,0
"Tuberculosis disease",2016,"Counties Manukau","55–59",1,3.3
"Leprosy",2016,"Counties Manukau","55–59",0,0
"Brucellosis",2016,"Counties Manukau","55–59",0,0
"Toxic shellfish poisoning",2016,"Counties Manukau","55–59",0,0
"Arboviral diseases",2016,"Counties Manukau","55–59",2,6.7
"Measles",2016,"Counties Manukau","55–59",0,0
"Rabies and other lyssaviruses",2016,"Counties Manukau","55–59",0,0
"Legionellosis",2016,"Counties Manukau","55–59",2,6.7
"Paratyphoid fever",2016,"Counties Manukau","55–59",0,0
"Listeriosis",2016,"Counties Manukau","55–59",0,0
"Invasive pneumococcal disease",2016,"Counties Manukau","55–59",8,26.7
"Shigellosis",2016,"Counties Manukau","55–59",2,6.7
"Giardiasis",2016,"Counties Manukau","55–59",5,16.7
"Malaria",2016,"Counties Manukau","55–59",0,0
"Pertussis",2016,"Counties Manukau","55–59",1,3.3
"Meningoencephalitis - primary amoebic",2016,"Counties Manukau","55–59",0,0
"Taeniasis",2016,"Counties Manukau","60–64",0,0
"Haemophilus influenzae type b",2016,"Counties Manukau","60–64",0,0
"Cysticercosis",2016,"Counties Manukau","60–64",0,0
"Yersiniosis",2016,"Counties Manukau","60–64",4,16
"Rheumatic fever",2016,"Counties Manukau","60–64",0,0
"Salmonellosis",2016,"Counties Manukau","60–64",4,16
"Acute gastroenteritis",2016,"Counties Manukau","60–64",0,0
"Paratyphoid fever",2016,"Counties Manukau","60–64",1,4
"Cholera",2016,"Counties Manukau","60–64",0,0
"Q fever",2016,"Counties Manukau","60–64",0,0
"Rubella",2016,"Counties Manukau","60–64",0,0
"VTEC/STEC infection",2016,"Counties Manukau","60–64",2,8
"Poliomyelitis",2016,"Counties Manukau","60–64",0,0
"Meningococcal disease",2016,"Counties Manukau","60–64",1,4
"Campylobacteriosis",2016,"Counties Manukau","60–64",26,104.2
"Hepatitis NOS",2016,"Counties Manukau","60–64",1,4
"Tetanus",2016,"Counties Manukau","60–64",0,0
"Legionellosis",2016,"Counties Manukau","60–64",2,8
"Leptospirosis",2016,"Counties Manukau","60–64",0,0
"Hepatitis B",2016,"Counties Manukau","60–64",0,0
"Typhoid fever",2016,"Counties Manukau","60–64",0,0
"Hepatitis C",2016,"Counties Manukau","60–64",0,0
"Rickettsial disease",2016,"Counties Manukau","60–64",0,0
"Rabies and other lyssaviruses",2016,"Counties Manukau","60–64",0,0
"Cryptosporidiosis",2016,"Counties Manukau","60–64",2,8
"Mpox",2016,"Counties Manukau","60–64",0,0
"Pertussis",2016,"Counties Manukau","60–64",5,20
"Toxic shellfish poisoning",2016,"Counties Manukau","60–64",0,0
"Hepatitis A",2016,"Counties Manukau","60–64",0,0
"Brucellosis",2016,"Counties Manukau","60–64",0,0
"Tuberculosis disease",2016,"Counties Manukau","60–64",0,0
"Hydatid disease",2016,"Counties Manukau","60–64",0,0
"Giardiasis",2016,"Counties Manukau","60–64",5,20
"Arboviral diseases",2016,"Counties Manukau","60–64",5,20
"Shigellosis",2016,"Counties Manukau","60–64",5,20
"Trichinosis",2016,"Counties Manukau","60–64",0,0
"Mumps",2016,"Counties Manukau","60–64",0,0
"Malaria",2016,"Counties Manukau","60–64",0,0
"Leprosy",2016,"Counties Manukau","60–64",0,0
"Diphtheria",2016,"Counties Manukau","60–64",0,0
"Meningoencephalitis - primary amoebic",2016,"Counties Manukau","60–64",0,0
"Invasive pneumococcal disease",2016,"Counties Manukau","60–64",9,36.1
"Measles",2016,"Counties Manukau","60–64",0,0
"Listeriosis",2016,"Counties Manukau","60–64",0,0
"VTEC/STEC infection",2016,"Counties Manukau","65–69",4,19
"Paratyphoid fever",2016,"Counties Manukau","65–69",0,0
"Rickettsial disease",2016,"Counties Manukau","65–69",0,0
"Taeniasis",2016,"Counties Manukau","65–69",0,0
"Legionellosis",2016,"Counties Manukau","65–69",3,14.2
"Cholera",2016,"Counties Manukau","65–69",0,0
