"Disease","Report Year","DHBName","Age Group (year)","Case Count","Case rate per 100,000"
"Rubella",2016,"Northland","55–59",0,0
"Rabies and other lyssaviruses",2016,"Northland","55–59",0,0
"Rheumatic fever",2016,"Northland","55–59",0,0
"Diphtheria",2016,"Northland","60–64",0,0
"Meningoencephalitis - primary amoebic",2016,"Northland","60–64",0,0
"Measles",2016,"Northland","60–64",0,0
"Taeniasis",2016,"Northland","60–64",0,0
"Brucellosis",2016,"Northland","60–64",0,0
"Leptospirosis",2016,"Northland","60–64",0,0
"Salmonellosis",2016,"Northland","60–64",5,42.2
"Meningococcal disease",2016,"Northland","60–64",0,0
"Campylobacteriosis",2016,"Northland","60–64",21,177.3
"Hepatitis C",2016,"Northland","60–64",1,8.4
"Acute gastroenteritis",2016,"Northland","60–64",0,0
"Cholera",2016,"Northland","60–64",0,0
"Hepatitis NOS",2016,"Northland","60–64",0,0
"Shigellosis",2016,"Northland","60–64",0,0
"Yersiniosis",2016,"Northland","60–64",6,50.7
"Invasive pneumococcal disease",2016,"Northland","60–64",3,25.3
"Typhoid fever",2016,"Northland","60–64",0,0
"Mpox",2016,"Northland","60–64",0,0
"Malaria",2016,"Northland","60–64",0,0
"Pertussis",2016,"Northland","60–64",0,0
"Listeriosis",2016,"Northland","60–64",0,0
"VTEC/STEC infection",2016,"Northland","60–64",5,42.2
"Leprosy",2016,"Northland","60–64",0,0
"Cryptosporidiosis",2016,"Northland","60–64",2,16.9
"Mumps",2016,"Northland","60–64",0,0
"Hepatitis B",2016,"Northland","60–64",0,0
"Rubella",2016,"Northland","60–64",0,0
"Rickettsial disease",2016,"Northland","60–64",0,0
"Tuberculosis disease",2016,"Northland","60–64",0,0
"Legionellosis",2016,"Northland","60–64",0,0
"Giardiasis",2016,"Northland","60–64",4,33.8
"Hepatitis A",2016,"Northland","60–64",0,0
"Hydatid disease",2016,"Northland","60–64",0,0
"Cysticercosis",2016,"Northland","60–64",0,0
"Toxic shellfish poisoning",2016,"Northland","60–64",0,0
"Trichinosis",2016,"Northland","60–64",0,0
"Tetanus",2016,"Northland","60–64",0,0
"Haemophilus influenzae type b",2016,"Northland","60–64",0,0
"Arboviral diseases",2016,"Northland","60–64",0,0
"Rheumatic fever",2016,"Northland","60–64",0,0
"Paratyphoid fever",2016,"Northland","60–64",0,0
"Q fever",2016,"Northland","60–64",0,0
"Poliomyelitis",2016,"Northland","60–64",0,0
"Rabies and other lyssaviruses",2016,"Northland","60–64",0,0
"Diphtheria",2016,"Northland","65–69",0,0
"Measles",2016,"Northland","65–69",0,0
"Acute gastroenteritis",2016,"Northland","65–69",1,8.9
"Invasive pneumococcal disease",2016,"Northland","65–69",1,8.9
"Cryptosporidiosis",2016,"Northland","65–69",0,0
"Brucellosis",2016,"Northland","65–69",0,0
"Leptospirosis",2016,"Northland","65–69",2,17.7
"Legionellosis",2016,"Northland","65–69",5,44.3
"Meningococcal disease",2016,"Northland","65–69",1,8.9
"Meningoencephalitis - primary amoebic",2016,"Northland","65–69",0,0
"Listeriosis",2016,"Northland","65–69",0,0
"Salmonellosis",2016,"Northland","65–69",0,0
"Shigellosis",2016,"Northland","65–69",1,8.9
"Leprosy",2016,"Northland","65–69",0,0
"Malaria",2016,"Northland","65–69",0,0
"Hydatid disease",2016,"Northland","65–69",0,0
"Mpox",2016,"Northland","65–69",0,0
"Rubella",2016,"Northland","65–69",0,0
"Typhoid fever",2016,"Northland","65–69",0,0
"Hepatitis C",2016,"Northland","65–69",0,0
"Cysticercosis",2016,"Northland","65–69",0,0
"Paratyphoid fever",2016,"Northland","65–69",0,0
"Trichinosis",2016,"Northland","65–69",0,0
"Rheumatic fever",2016,"Northland","65–69",0,0
"Rabies and other lyssaviruses",2016,"Northland","65–69",0,0
"Toxic shellfish poisoning",2016,"Northland","65–69",0,0
"Hepatitis B",2016,"Northland","65–69",0,0
"Q fever",2016,"Northland","65–69",0,0
"Rickettsial disease",2016,"Northland","65–69",0,0
"Pertussis",2016,"Northland","65–69",0,0
"Cholera",2016,"Northland","65–69",0,0
"Arboviral diseases",2016,"Northland","65–69",0,0
"Hepatitis A",2016,"Northland","65–69",0,0
"Tetanus",2016,"Northland","65–69",0,0
"VTEC/STEC infection",2016,"Northland","65–69",6,53.1
"Hepatitis NOS",2016,"Northland","65–69",0,0
"Giardiasis",2016,"Northland","65–69",2,17.7
"Haemophilus influenzae type b",2016,"Northland","65–69",0,0
"Tuberculosis disease",2016,"Northland","65–69",0,0
"Campylobacteriosis",2016,"Northland","65–69",19,168.3
"Poliomyelitis",2016,"Northland","65–69",0,0
"Mumps",2016,"Northland","65–69",0,0
"Taeniasis",2016,"Northland","65–69",0,0
"Yersiniosis",2016,"Northland","65–69",1,8.9
"Shigellosis",2016,"Northland","70–74",0,0
"Acute gastroenteritis",2016,"Northland","70–74",0,0
"Hepatitis A",2016,"Northland","70–74",0,0
"Haemophilus influenzae type b",2016,"Northland","70–74",0,0
"Diphtheria",2016,"Northland","70–74",0,0
"Listeriosis",2016,"Northland","70–74",0,0
"Yersiniosis",2016,"Northland","70–74",1,11.8
"Cryptosporidiosis",2016,"Northland","70–74",2,23.6
"Leptospirosis",2016,"Northland","70–74",0,0
"Hepatitis NOS",2016,"Northland","70–74",0,0
"Invasive pneumococcal disease",2016,"Northland","70–74",5,59.1
"Q fever",2016,"Northland","70–74",0,0
"Meningococcal disease",2016,"Northland","70–74",0,0
"Mpox",2016,"Northland","70–74",0,0
"Brucellosis",2016,"Northland","70–74",0,0
"Paratyphoid fever",2016,"Northland","70–74",0,0
"Salmonellosis",2016,"Northland","70–74",3,35.4
"Cysticercosis",2016,"Northland","70–74",0,0
"Rubella",2016,"Northland","70–74",0,0
"Campylobacteriosis",2016,"Northland","70–74",9,106.3
"Hepatitis B",2016,"Northland","70–74",0,0
"Meningoencephalitis - primary amoebic",2016,"Northland","70–74",0,0
"Taeniasis",2016,"Northland","70–74",0,0
"Toxic shellfish poisoning",2016,"Northland","70–74",0,0
"Typhoid fever",2016,"Northland","70–74",0,0
"Mumps",2016,"Northland","70–74",0,0
"Rickettsial disease",2016,"Northland","70–74",0,0
"Cholera",2016,"Northland","70–74",0,0
"Rheumatic fever",2016,"Northland","70–74",0,0
"Rabies and other lyssaviruses",2016,"Northland","70–74",0,0
"Hepatitis C",2016,"Northland","70–74",0,0
"VTEC/STEC infection",2016,"Northland","70–74",2,23.6
"Measles",2016,"Northland","70–74",0,0
"Hydatid disease",2016,"Northland","70–74",0,0
"Tuberculosis disease",2016,"Northland","70–74",0,0
"Leprosy",2016,"Northland","70–74",0,0
"Malaria",2016,"Northland","70–74",0,0
"Trichinosis",2016,"Northland","70–74",0,0
"Giardiasis",2016,"Northland","70–74",0,0
"Poliomyelitis",2016,"Northland","70–74",0,0
"Arboviral diseases",2016,"Northland","70–74",0,0
"Pertussis",2016,"Northland","70–74",0,0
"Tetanus",2016,"Northland","70–74",0,0
"Legionellosis",2016,"Northland","70–74",3,35.4
"Invasive pneumococcal disease",2016,"Northland","75–79",3,48.8
"Arboviral diseases",2016,"Northland","75–79",0,0
"Q fever",2016,"Northland","75–79",0,0
"Leptospirosis",2016,"Northland","75–79",0,0
"Haemophilus influenzae type b",2016,"Northland","75–79",0,0
"Diphtheria",2016,"Northland","75–79",0,0
"Campylobacteriosis",2016,"Northland","75–79",13,211.6
"Cryptosporidiosis",2016,"Northland","75–79",0,0
"Shigellosis",2016,"Northland","75–79",0,0
"Giardiasis",2016,"Northland","75–79",0,0
"Measles",2016,"Northland","75–79",0,0
"Hepatitis NOS",2016,"Northland","75–79",0,0
"Yersiniosis",2016,"Northland","75–79",0,0
"Hepatitis C",2016,"Northland","75–79",0,0
"Acute gastroenteritis",2016,"Northland","75–79",0,0
"Typhoid fever",2016,"Northland","75–79",0,0
"Rheumatic fever",2016,"Northland","75–79",0,0
"Cysticercosis",2016,"Northland","75–79",0,0
"Listeriosis",2016,"Northland","75–79",0,0
"Rubella",2016,"Northland","75–79",0,0
"Meningoencephalitis - primary amoebic",2016,"Northland","75–79",0,0
"Paratyphoid fever",2016,"Northland","75–79",0,0
"Hepatitis B",2016,"Northland","75–79",0,0
"Taeniasis",2016,"Northland","75–79",0,0
"Cholera",2016,"Northland","75–79",0,0
"Trichinosis",2016,"Northland","75–79",0,0
"Brucellosis",2016,"Northland","75–79",0,0
"Mpox",2016,"Northland","75–79",0,0
"VTEC/STEC infection",2016,"Northland","75–79",2,32.6
"Hydatid disease",2016,"Northland","75–79",0,0
"Tuberculosis disease",2016,"Northland","75–79",0,0
"Hepatitis A",2016,"Northland","75–79",0,0
"Rickettsial disease",2016,"Northland","75–79",0,0
"Poliomyelitis",2016,"Northland","75–79",0,0
"Mumps",2016,"Northland","75–79",0,0
"Leprosy",2016,"Northland","75–79",0,0
"Pertussis",2016,"Northland","75–79",0,0
"Toxic shellfish poisoning",2016,"Northland","75–79",0,0
"Salmonellosis",2016,"Northland","75–79",4,65.1
"Malaria",2016,"Northland","75–79",0,0
"Meningococcal disease",2016,"Northland","75–79",0,0
"Legionellosis",2016,"Northland","75–79",4,65.1
"Tetanus",2016,"Northland","75–79",0,0
"Rabies and other lyssaviruses",2016,"Northland","75–79",0,0
"Invasive pneumococcal disease",2016,"Northland","80–84",1,26.7
"Giardiasis",2016,"Northland","80–84",0,0
"Meningoencephalitis - primary amoebic",2016,"Northland","80–84",0,0
"Cysticercosis",2016,"Northland","80–84",0,0
"Campylobacteriosis",2016,"Northland","80–84",6,160
"Diphtheria",2016,"Northland","80–84",0,0
"Taeniasis",2016,"Northland","80–84",0,0
"Measles",2016,"Northland","80–84",0,0
"Rheumatic fever",2016,"Northland","80–84",0,0
"Rubella",2016,"Northland","80–84",0,0
"Hepatitis B",2016,"Northland","80–84",0,0
"Arboviral diseases",2016,"Northland","80–84",0,0
"Hepatitis NOS",2016,"Northland","80–84",0,0
"Acute gastroenteritis",2016,"Northland","80–84",0,0
"VTEC/STEC infection",2016,"Northland","80–84",1,26.7
"Trichinosis",2016,"Northland","80–84",0,0
"Cholera",2016,"Northland","80–84",0,0
"Rabies and other lyssaviruses",2016,"Northland","80–84",0,0
"Leptospirosis",2016,"Northland","80–84",0,0
"Q fever",2016,"Northland","80–84",0,0
"Salmonellosis",2016,"Northland","80–84",1,26.7
"Listeriosis",2016,"Northland","80–84",0,0
"Leprosy",2016,"Northland","80–84",0,0
"Hepatitis C",2016,"Northland","80–84",0,0
"Tuberculosis disease",2016,"Northland","80–84",0,0
"Pertussis",2016,"Northland","80–84",0,0
"Mpox",2016,"Northland","80–84",0,0
"Mumps",2016,"Northland","80–84",0,0
"Cryptosporidiosis",2016,"Northland","80–84",0,0
"Poliomyelitis",2016,"Northland","80–84",0,0
"Meningococcal disease",2016,"Northland","80–84",0,0
"Tetanus",2016,"Northland","80–84",0,0
"Brucellosis",2016,"Northland","80–84",0,0
"Shigellosis",2016,"Northland","80–84",0,0
"Toxic shellfish poisoning",2016,"Northland","80–84",0,0
"Rickettsial disease",2016,"Northland","80–84",0,0
"Malaria",2016,"Northland","80–84",0,0
"Yersiniosis",2016,"Northland","80–84",0,0
"Paratyphoid fever",2016,"Northland","80–84",0,0
"Legionellosis",2016,"Northland","80–84",1,26.7
"Hepatitis A",2016,"Northland","80–84",0,0
"Typhoid fever",2016,"Northland","80–84",0,0
"Haemophilus influenzae type b",2016,"Northland","80–84",0,0
"Hydatid disease",2016,"Northland","80–84",0,0
"Campylobacteriosis",2016,"Northland","85+",3,86.1
"Salmonellosis",2016,"Northland","85+",0,0
"Cryptosporidiosis",2016,"Northland","85+",0,0
"Giardiasis",2016,"Northland","85+",0,0
"Invasive pneumococcal disease",2016,"Northland","85+",3,86.1
"Taeniasis",2016,"Northland","85+",0,0
"Trichinosis",2016,"Northland","85+",0,0
"Cysticercosis",2016,"Northland","85+",0,0
"Poliomyelitis",2016,"Northland","85+",0,0
"Measles",2016,"Northland","85+",0,0
"Leptospirosis",2016,"Northland","85+",0,0
"Rubella",2016,"Northland","85+",0,0
"Meningoencephalitis - primary amoebic",2016,"Northland","85+",0,0
"Leprosy",2016,"Northland","85+",0,0
"Acute gastroenteritis",2016,"Northland","85+",0,0
"Hepatitis NOS",2016,"Northland","85+",0,0
"Rheumatic fever",2016,"Northland","85+",0,0
"Arboviral diseases",2016,"Northland","85+",0,0
"Listeriosis",2016,"Northland","85+",0,0
"Cholera",2016,"Northland","85+",0,0
"Brucellosis",2016,"Northland","85+",0,0
"Meningococcal disease",2016,"Northland","85+",0,0
"Tetanus",2016,"Northland","85+",0,0
"Rabies and other lyssaviruses",2016,"Northland","85+",0,0
"VTEC/STEC infection",2016,"Northland","85+",0,0
"Yersiniosis",2016,"Northland","85+",0,0
"Tuberculosis disease",2016,"Northland","85+",0,0
"Pertussis",2016,"Northland","85+",0,0
"Malaria",2016,"Northland","85+",0,0
"Diphtheria",2016,"Northland","85+",0,0
"Rickettsial disease",2016,"Northland","85+",0,0
"Typhoid fever",2016,"Northland","85+",0,0
"Hepatitis A",2016,"Northland","85+",0,0
"Paratyphoid fever",2016,"Northland","85+",0,0
"Hepatitis C",2016,"Northland","85+",0,0
"Hepatitis B",2016,"Northland","85+",0,0
"Hydatid disease",2016,"Northland","85+",0,0
"Toxic shellfish poisoning",2016,"Northland","85+",0,0
"Mpox",2016,"Northland","85+",0,0
"Haemophilus influenzae type b",2016,"Northland","85+",0,0
"Legionellosis",2016,"Northland","85+",1,28.7
"Mumps",2016,"Northland","85+",0,0
"Shigellosis",2016,"Northland","85+",0,0
"Q fever",2016,"Northland","85+",0,0
"Taeniasis",2016,"Counties Manukau","0–4",0,0
"Leprosy",2016,"Counties Manukau","0–4",0,0
"VTEC/STEC infection",2016,"Counties Manukau","0–4",21,50.3
"Trichinosis",2016,"Counties Manukau","0–4",0,0
"Campylobacteriosis",2016,"Counties Manukau","0–4",63,150.9
"Arboviral diseases",2016,"Counties Manukau","0–4",0,0
"Cryptosporidiosis",2016,"Counties Manukau","0–4",30,71.9
"Brucellosis",2016,"Counties Manukau","0–4",0,0
"Rheumatic fever",2016,"Counties Manukau","0–4",0,0
"Meningococcal disease",2016,"Counties Manukau","0–4",6,14.4
"Tetanus",2016,"Counties Manukau","0–4",0,0
"Acute gastroenteritis",2016,"Counties Manukau","0–4",17,40.7
"Rubella",2016,"Counties Manukau","0–4",0,0
"Tuberculosis disease",2016,"Counties Manukau","0–4",1,2.4
"Yersiniosis",2016,"Counties Manukau","0–4",15,35.9
"Cysticercosis",2016,"Counties Manukau","0–4",0,0
"Cholera",2016,"Counties Manukau","0–4",0,0
"Q fever",2016,"Counties Manukau","0–4",0,0
"Typhoid fever",2016,"Counties Manukau","0–4",1,2.4
"Hepatitis A",2016,"Counties Manukau","0–4",0,0
"Poliomyelitis",2016,"Counties Manukau","0–4",0,0
"Salmonellosis",2016,"Counties Manukau","0–4",11,26.4
"Measles",2016,"Counties Manukau","0–4",3,7.2
"Rickettsial disease",2016,"Counties Manukau","0–4",0,0
"Listeriosis",2016,"Counties Manukau","0–4",0,0
"Giardiasis",2016,"Counties Manukau","0–4",31,74.3
"Hepatitis C",2016,"Counties Manukau","0–4",0,0
"Legionellosis",2016,"Counties Manukau","0–4",0,0
"Pertussis",2016,"Counties Manukau","0–4",11,26.4
"Diphtheria",2016,"Counties Manukau","0–4",0,0
"Leptospirosis",2016,"Counties Manukau","0–4",0,0
"Hepatitis NOS",2016,"Counties Manukau","0–4",0,0
"Hepatitis B",2016,"Counties Manukau","0–4",0,0
"Mumps",2016,"Counties Manukau","0–4",2,4.8
"Meningoencephalitis - primary amoebic",2016,"Counties Manukau","0–4",0,0
"Paratyphoid fever",2016,"Counties Manukau","0–4",1,2.4
"Hydatid disease",2016,"Counties Manukau","0–4",0,0
"Shigellosis",2016,"Counties Manukau","0–4",6,14.4
"Malaria",2016,"Counties Manukau","0–4",0,0
"Rabies and other lyssaviruses",2016,"Counties Manukau","0–4",0,0
"Mpox",2016,"Counties Manukau","0–4",0,0
"Invasive pneumococcal disease",2016,"Counties Manukau","0–4",6,14.4
"Toxic shellfish poisoning",2016,"Counties Manukau","0–4",0,0
"Haemophilus influenzae type b",2016,"Counties Manukau","0–4",0,0
"Yersiniosis",2016,"Counties Manukau","5–9",0,0
"Hepatitis C",2016,"Counties Manukau","5–9",0,0
"Acute gastroenteritis",2016,"Counties Manukau","5–9",3,7.1
"Rubella",2016,"Counties Manukau","5–9",0,0
"Meningococcal disease",2016,"Counties Manukau","5–9",0,0
"Poliomyelitis",2016,"Counties Manukau","5–9",0,0
"Leprosy",2016,"Counties Manukau","5–9",0,0
"Salmonellosis",2016,"Counties Manukau","5–9",7,16.6
"Trichinosis",2016,"Counties Manukau","5–9",0,0
"Taeniasis",2016,"Counties Manukau","5–9",0,0
"Malaria",2016,"Counties Manukau","5–9",0,0
"Tuberculosis disease",2016,"Counties Manukau","5–9",2,4.8
"Leptospirosis",2016,"Counties Manukau","5–9",0,0
"Paratyphoid fever",2016,"Counties Manukau","5–9",0,0
"Cholera",2016,"Counties Manukau","5–9",0,0
"Typhoid fever",2016,"Counties Manukau","5–9",1,2.4
"Cryptosporidiosis",2016,"Counties Manukau","5–9",13,30.9
"Rabies and other lyssaviruses",2016,"Counties Manukau","5–9",0,0
"Arboviral diseases",2016,"Counties Manukau","5–9",0,0
"Campylobacteriosis",2016,"Counties Manukau","5–9",29,68.9
"Brucellosis",2016,"Counties Manukau","5–9",0,0
"Cysticercosis",2016,"Counties Manukau","5–9",0,0
"Mpox",2016,"Counties Manukau","5–9",0,0
"Rickettsial disease",2016,"Counties Manukau","5–9",0,0
"Hydatid disease",2016,"Counties Manukau","5–9",0,0
"Shigellosis",2016,"Counties Manukau","5–9",4,9.5
"Pertussis",2016,"Counties Manukau","5–9",1,2.4
"Legionellosis",2016,"Counties Manukau","5–9",0,0
"Q fever",2016,"Counties Manukau","5–9",0,0
"Hepatitis A",2016,"Counties Manukau","5–9",0,0
"Rheumatic fever",2016,"Counties Manukau","5–9",6,14.3
"Meningoencephalitis - primary amoebic",2016,"Counties Manukau","5–9",0,0
"VTEC/STEC infection",2016,"Counties Manukau","5–9",4,9.5
"Hepatitis B",2016,"Counties Manukau","5–9",0,0
"Invasive pneumococcal disease",2016,"Counties Manukau","5–9",4,9.5
"Diphtheria",2016,"Counties Manukau","5–9",0,0
"Toxic shellfish poisoning",2016,"Counties Manukau","5–9",0,0
"Listeriosis",2016,"Counties Manukau","5–9",0,0
"Mumps",2016,"Counties Manukau","5–9",0,0
"Tetanus",2016,"Counties Manukau","5–9",0,0
"Haemophilus influenzae type b",2016,"Counties Manukau","5–9",0,0
"Giardiasis",2016,"Counties Manukau","5–9",28,66.5
"Measles",2016,"Counties Manukau","5–9",0,0
"Hepatitis NOS",2016,"Counties Manukau","5–9",0,0
"Trichinosis",2016,"Counties Manukau","10–14",0,0
"Cholera",2016,"Counties Manukau","10–14",0,0
"Salmonellosis",2016,"Counties Manukau","10–14",8,20.8
"Acute gastroenteritis",2016,"Counties Manukau","10–14",2,5.2
"Mpox",2016,"Counties Manukau","10–14",0,0
"Paratyphoid fever",2016,"Counties Manukau","10–14",0,0
"Leptospirosis",2016,"Counties Manukau","10–14",0,0
"Poliomyelitis",2016,"Counties Manukau","10–14",0,0
"Brucellosis",2016,"Counties Manukau","10–14",0,0
"Leprosy",2016,"Counties Manukau","10–14",0,0
"Malaria",2016,"Counties Manukau","10–14",0,0
"Rabies and other lyssaviruses",2016,"Counties Manukau","10–14",0,0
"Hepatitis A",2016,"Counties Manukau","10–14",0,0
"Diphtheria",2016,"Counties Manukau","10–14",0,0
"Legionellosis",2016,"Counties Manukau","10–14",0,0
"Hydatid disease",2016,"Counties Manukau","10–14",0,0
"Campylobacteriosis",2016,"Counties Manukau","10–14",27,70.4
"Meningococcal disease",2016,"Counties Manukau","10–14",1,2.6
"Cysticercosis",2016,"Counties Manukau","10–14",0,0
"Invasive pneumococcal disease",2016,"Counties Manukau","10–14",0,0
"Rickettsial disease",2016,"Counties Manukau","10–14",0,0
"Yersiniosis",2016,"Counties Manukau","10–14",3,7.8
"Cryptosporidiosis",2016,"Counties Manukau","10–14",7,18.2
"Hepatitis C",2016,"Counties Manukau","10–14",0,0
"Taeniasis",2016,"Counties Manukau","10–14",0,0
"Q fever",2016,"Counties Manukau","10–14",0,0
"Pertussis",2016,"Counties Manukau","10–14",3,7.8
"Rubella",2016,"Counties Manukau","10–14",0,0
"Toxic shellfish poisoning",2016,"Counties Manukau","10–14",0,0
"Arboviral diseases",2016,"Counties Manukau","10–14",1,2.6
"Hepatitis B",2016,"Counties Manukau","10–14",0,0
"Shigellosis",2016,"Counties Manukau","10–14",2,5.2
"Tetanus",2016,"Counties Manukau","10–14",0,0
"Meningoencephalitis - primary amoebic",2016,"Counties Manukau","10–14",0,0
"Rheumatic fever",2016,"Counties Manukau","10–14",17,44.3
"Typhoid fever",2016,"Counties Manukau","10–14",1,2.6
"Tuberculosis disease",2016,"Counties Manukau","10–14",3,7.8
"Haemophilus influenzae type b",2016,"Counties Manukau","10–14",0,0
"VTEC/STEC infection",2016,"Counties Manukau","10–14",2,5.2
"Listeriosis",2016,"Counties Manukau","10–14",0,0
"Giardiasis",2016,"Counties Manukau","10–14",18,46.9
"Mumps",2016,"Counties Manukau","10–14",1,2.6
"Hepatitis NOS",2016,"Counties Manukau","10–14",0,0
"Measles",2016,"Counties Manukau","10–14",0,0
"Salmonellosis",2016,"Counties Manukau","15–19",1,2.5
"Leprosy",2016,"Counties Manukau","15–19",0,0
"Hydatid disease",2016,"Counties Manukau","15–19",0,0
"Leptospirosis",2016,"Counties Manukau","15–19",1,2.5
"Brucellosis",2016,"Counties Manukau","15–19",0,0
"Paratyphoid fever",2016,"Counties Manukau","15–19",0,0
"Pertussis",2016,"Counties Manukau","15–19",3,7.4
"Invasive pneumococcal disease",2016,"Counties Manukau","15–19",5,12.4
"Legionellosis",2016,"Counties Manukau","15–19",0,0
"Malaria",2016,"Counties Manukau","15–19",0,0
"Diphtheria",2016,"Counties Manukau","15–19",0,0
"Taeniasis",2016,"Counties Manukau","15–19",0,0
"Rickettsial disease",2016,"Counties Manukau","15–19",0,0
"Hepatitis C",2016,"Counties Manukau","15–19",0,0
"Hepatitis A",2016,"Counties Manukau","15–19",1,2.5
"Arboviral diseases",2016,"Counties Manukau","15–19",2,5
"Poliomyelitis",2016,"Counties Manukau","15–19",0,0
"Trichinosis",2016,"Counties Manukau","15–19",0,0
"Cryptosporidiosis",2016,"Counties Manukau","15–19",3,7.4
"Tetanus",2016,"Counties Manukau","15–19",0,0
"Shigellosis",2016,"Counties Manukau","15–19",0,0
"Cysticercosis",2016,"Counties Manukau","15–19",0,0
"Meningococcal disease",2016,"Counties Manukau","15–19",0,0
"Tuberculosis disease",2016,"Counties Manukau","15–19",6,14.9
"VTEC/STEC infection",2016,"Counties Manukau","15–19",4,9.9
"Hepatitis B",2016,"Counties Manukau","15–19",0,0
"Cholera",2016,"Counties Manukau","15–19",0,0
"Campylobacteriosis",2016,"Counties Manukau","15–19",33,81.8
"Haemophilus influenzae type b",2016,"Counties Manukau","15–19",0,0
"Acute gastroenteritis",2016,"Counties Manukau","15–19",2,5
"Hepatitis NOS",2016,"Counties Manukau","15–19",0,0
"Typhoid fever",2016,"Counties Manukau","15–19",1,2.5
"Mpox",2016,"Counties Manukau","15–19",0,0
"Giardiasis",2016,"Counties Manukau","15–19",13,32.2
"Meningoencephalitis - primary amoebic",2016,"Counties Manukau","15–19",0,0
"Yersiniosis",2016,"Counties Manukau","15–19",3,7.4
"Rabies and other lyssaviruses",2016,"Counties Manukau","15–19",0,0
"Mumps",2016,"Counties Manukau","15–19",0,0
"Rubella",2016,"Counties Manukau","15–19",0,0
"Listeriosis",2016,"Counties Manukau","15–19",1,2.5
"Rheumatic fever",2016,"Counties Manukau","15–19",7,17.3
"Measles",2016,"Counties Manukau","15–19",0,0
"Toxic shellfish poisoning",2016,"Counties Manukau","15–19",0,0
"Q fever",2016,"Counties Manukau","15–19",0,0
"Leprosy",2016,"Counties Manukau","20–24",0,0
"Meningococcal disease",2016,"Counties Manukau","20–24",0,0
"Hydatid disease",2016,"Counties Manukau","20–24",0,0
"Taeniasis",2016,"Counties Manukau","20–24",0,0
"Hepatitis C",2016,"Counties Manukau","20–24",0,0
"Paratyphoid fever",2016,"Counties Manukau","20–24",0,0
"Cryptosporidiosis",2016,"Counties Manukau","20–24",5,11.7
"Shigellosis",2016,"Counties Manukau","20–24",0,0
"Legionellosis",2016,"Counties Manukau","20–24",0,0
"Typhoid fever",2016,"Counties Manukau","20–24",1,2.3
"Hepatitis A",2016,"Counties Manukau","20–24",1,2.3
"Mpox",2016,"Counties Manukau","20–24",0,0
"Yersiniosis",2016,"Counties Manukau","20–24",5,11.7
"Leptospirosis",2016,"Counties Manukau","20–24",1,2.3
"Tetanus",2016,"Counties Manukau","20–24",0,0
"Malaria",2016,"Counties Manukau","20–24",0,0
"Arboviral diseases",2016,"Counties Manukau","20–24",10,23.4
"Invasive pneumococcal disease",2016,"Counties Manukau","20–24",3,7
"Rabies and other lyssaviruses",2016,"Counties Manukau","20–24",0,0
"Q fever",2016,"Counties Manukau","20–24",0,0
"Mumps",2016,"Counties Manukau","20–24",1,2.3
"Pertussis",2016,"Counties Manukau","20–24",2,4.7
"Cysticercosis",2016,"Counties Manukau","20–24",0,0
"Cholera",2016,"Counties Manukau","20–24",0,0
"Acute gastroenteritis",2016,"Counties Manukau","20–24",1,2.3
"Trichinosis",2016,"Counties Manukau","20–24",0,0
"Hepatitis B",2016,"Counties Manukau","20–24",0,0
"VTEC/STEC infection",2016,"Counties Manukau","20–24",2,4.7
"Measles",2016,"Counties Manukau","20–24",2,4.7
"Haemophilus influenzae type b",2016,"Counties Manukau","20–24",0,0
"Salmonellosis",2016,"Counties Manukau","20–24",4,9.4
"Diphtheria",2016,"Counties Manukau","20–24",0,0
"Rickettsial disease",2016,"Counties Manukau","20–24",0,0
"Toxic shellfish poisoning",2016,"Counties Manukau","20–24",0,0
"Campylobacteriosis",2016,"Counties Manukau","20–24",42,98.4
"Tuberculosis disease",2016,"Counties Manukau","20–24",10,23.4
"Hepatitis NOS",2016,"Counties Manukau","20–24",1,2.3
"Rheumatic fever",2016,"Counties Manukau","20–24",6,14.1
"Meningoencephalitis - primary amoebic",2016,"Counties Manukau","20–24",0,0
"Giardiasis",2016,"Counties Manukau","20–24",11,25.8
"Poliomyelitis",2016,"Counties Manukau","20–24",0,0
"Brucellosis",2016,"Counties Manukau","20–24",0,0
"Rubella",2016,"Counties Manukau","20–24",0,0
"Listeriosis",2016,"Counties Manukau","20–24",0,0
"Leprosy",2016,"Counties Manukau","25–29",0,0
"Cholera",2016,"Counties Manukau","25–29",0,0
"Hepatitis A",2016,"Counties Manukau","25–29",1,2.4
"Taeniasis",2016,"Counties Manukau","25–29",0,0
"Mumps",2016,"Counties Manukau","25–29",0,0
"Diphtheria",2016,"Counties Manukau","25–29",0,0
"VTEC/STEC infection",2016,"Counties Manukau","25–29",2,4.9
"Hepatitis C",2016,"Counties Manukau","25–29",0,0
"Meningococcal disease",2016,"Counties Manukau","25–29",0,0
"Typhoid fever",2016,"Counties Manukau","25–29",3,7.3
"Cryptosporidiosis",2016,"Counties Manukau","25–29",5,12.1
"Mpox",2016,"Counties Manukau","25–29",0,0
"Pertussis",2016,"Counties Manukau","25–29",2,4.9
"Cysticercosis",2016,"Counties Manukau","25–29",0,0
"Tetanus",2016,"Counties Manukau","25–29",0,0
"Invasive pneumococcal disease",2016,"Counties Manukau","25–29",3,7.3
"Q fever",2016,"Counties Manukau","25–29",0,0
"Measles",2016,"Counties Manukau","25–29",1,2.4
